id,name
827,Vanderbilt
828,Vermont
829,Villanova
830,Virginia
831,Virginia Tech
832,VMI
833,W Carolina
834,W Illinois
835,W Kentucky
836,W Michigan
837,W Salem St
838,Wagner
839,Wake Forest
840,Washington
841,Washington St
842,Weber St
843,West Virginia
844,WI Green Bay
845,WI Milwaukee
846,Wichita St
847,William & Mary
848,Winthrop
849,Wisconsin
850,Wofford
851,Wright St
852,Wyoming
853,Xavier
854,Yale
855,Youngstown St
856,Incarnate Word
