,lo_win,year,hiteam,loteam,hiRPI,loRPI,hiSOS,loSOS
167,0,2006,810,504,0.6293,0.5748,0.5719,0.5869
168,0,2006,840,623,0.5922,0.6187,0.5303,0.5556
169,0,2006,846,790,0.6064,0.6318,0.553,0.5978
170,1,2006,731,530,0.623,0.5951,0.5693,0.5578
171,1,2006,640,559,0.5852,0.6512,0.5819,0.5627
172,1,2006,708,602,0.6222,0.5984,0.5898,0.5317
173,1,2006,720,603,0.64,0.592,0.5755,0.548
174,0,2006,666,533,0.6535,0.5866,0.5683,0.4877
175,0,2006,793,695,0.6257,0.579,0.5671,0.5471
176,0,2006,829,511,0.6662,0.4694,0.5981,0.4781
177,0,2006,843,716,0.5932,0.5684,0.5764,0.4831
178,0,2006,655,577,0.6216,0.6841,0.585,0.6068
179,0,2006,666,530,0.6535,0.5951,0.5683,0.5578
180,1,2006,843,793,0.5932,0.6257,0.5764,0.5671
181,0,2006,810,607,0.6293,0.6222,0.5719,0.5286
182,1,2006,840,559,0.5922,0.6512,0.5303,0.5627
183,1,2006,603,592,0.592,0.6124,0.548,0.5455
184,1,2006,846,602,0.6064,0.5984,0.553,0.5317
185,0,2006,829,527,0.6662,0.6046,0.5981,0.5436
186,1,2006,793,655,0.6257,0.6216,0.5671,0.585
187,0,2006,810,666,0.6293,0.6535,0.5719,0.5683
188,1,2006,829,592,0.6662,0.6124,0.5981,0.5455
189,0,2006,602,559,0.5984,0.6512,0.5317,0.5627
190,1,2006,602,592,0.5984,0.6124,0.5317,0.5455
191,0,2006,810,655,0.6293,0.6216,0.5719,0.585
192,1,2006,810,592,0.6293,0.6124,0.5719,0.5455
193,0,2007,704,593,0.5127,0.4948,0.4639,0.4442
194,1,2007,796,527,0.5792,0.5941,0.5659,0.5866
195,1,2007,723,535,0.5897,0.5957,0.5316,0.5233
196,0,2007,603,522,0.6368,0.5303,0.5824,0.4576
197,0,2007,625,607,0.5954,0.5733,0.5593,0.5354
198,1,2007,783,651,0.5685,0.589,0.569,0.5679
199,0,2007,662,568,0.6167,0.5819,0.582,0.4783
200,0,2007,671,660,0.6032,0.6055,0.5877,0.5797
201,0,2007,708,580,0.661,0.518,0.6035,0.466
202,0,2007,720,544,0.6719,0.5029,0.5848,0.454
203,1,2007,851,731,0.5615,0.6462,0.4936,0.6006
204,0,2007,794,728,0.6156,0.5552,0.5547,0.4908
205,1,2007,842,810,0.5066,0.6612,0.4657,0.5947
206,0,2007,825,577,0.5863,0.6179,0.5097,0.6095
207,0,2007,827,599,0.5828,0.5621,0.5755,0.4964
208,0,2007,841,724,0.6005,0.5505,0.5372,0.4924
209,0,2007,853,536,0.5943,0.6147,0.5411,0.555
210,1,2007,632,592,0.4928,0.6433,0.432,0.566
211,1,2007,704,636,0.5127,0.6334,0.4639,0.5545
212,1,2007,829,640,0.6184,0.6292,0.5955,0.6207
213,1,2007,711,666,0.5194,0.638,0.4496,0.5433
214,0,2007,699,562,0.6042,0.6125,0.5136,0.5778
215,0,2007,725,669,0.6107,0.5488,0.5505,0.5312
216,0,2007,738,511,0.5857,0.4618,0.5634,0.4704
217,0,2007,749,616,0.6413,0.5731,0.5699,0.4988
218,0,2007,790,647,0.6272,0.5552,0.603,0.4721
219,0,2007,793,702,0.6018,0.5662,0.5578,0.4968
220,0,2007,817,606,0.6349,0.5803,0.5667,0.5658
221,0,2007,818,515,0.5874,0.5905,0.5649,0.5869
222,0,2007,830,507,0.5787,0.5545,0.5606,0.4848
223,0,2007,831,623,0.594,0.5949,0.5765,0.5749
224,0,2007,848,717,0.5646,0.5943,0.4538,0.5258
225,0,2007,849,787,0.6466,0.5546,0.574,0.46
226,1,2007,662,535,0.6167,0.5957,0.582,0.5233
227,0,2007,603,527,0.6368,0.5941,0.5824,0.5866
228,0,2007,708,671,0.661,0.6032,0.6035,0.5877
229,1,2007,853,720,0.5943,0.6719,0.5411,0.5848
230,1,2007,825,731,0.5863,0.6462,0.5097,0.6006
231,0,2007,794,651,0.6156,0.589,0.5547,0.5679
232,0,2007,810,625,0.6612,0.5954,0.5947,0.5593
233,1,2007,841,827,0.6005,0.5828,0.5372,0.5755
234,1,2007,738,592,0.5857,0.6433,0.5634,0.566
235,1,2007,640,636,0.6292,0.6334,0.6207,0.5545
236,1,2007,699,666,0.6042,0.638,0.5136,0.5433
237,1,2007,848,725,0.5646,0.6107,0.4538,0.5505
238,1,2007,831,749,0.594,0.6413,0.5765,0.5699
239,1,2007,830,790,0.5787,0.6272,0.5606,0.603
240,1,2007,849,817,0.6466,0.6349,0.574,0.5667
241,0,2007,818,793,0.5874,0.6018,0.5649,0.5578
242,1,2007,749,636,0.6413,0.6334,0.5699,0.5545
243,1,2007,794,666,0.6156,0.638,0.5547,0.5433
244,1,2007,790,720,0.6272,0.6719,0.603,0.5848
245,0,2007,810,731,0.6612,0.6462,0.5947,0.6006
246,0,2007,592,535,0.6433,0.5957,0.566,0.5233
247,1,2007,827,603,0.5828,0.6368,0.5755,0.5824
248,1,2007,818,708,0.5874,0.661,0.5649,0.6035
249,1,2007,817,725,0.6349,0.6107,0.5667,0.5505
250,0,2007,720,666,0.6719,0.638,0.5848,0.5433
251,0,2007,810,636,0.6612,0.6334,0.5947,0.5545
252,1,2007,725,592,0.6107,0.6433,0.5505,0.566
253,1,2007,708,603,0.661,0.6368,0.6035,0.5824
254,1,2007,810,592,0.6612,0.6433,0.5947,0.566
255,0,2007,720,603,0.6719,0.6368,0.5848,0.5824
256,1,2007,720,592,0.6719,0.6433,0.5848,0.566
257,0,2008,686,560,0.5084,0.4602,0.4908,0.4625
258,0,2008,577,522,0.6428,0.5502,0.5851,0.4798
259,1,2008,733,636,0.5454,0.6552,0.4837,0.5604
260,1,2008,818,637,0.5869,0.5761,0.5776,0.5712
261,0,2008,660,640,0.6041,0.5635,0.5739,0.5732
262,1,2008,789,671,0.5719,0.622,0.5588,0.5652
263,0,2008,717,602,0.5968,0.5601,0.5426,0.5144
264,0,2008,731,724,0.6149,0.5677,0.5754,0.5046
265,0,2008,738,521,0.581,0.5744,0.5282,0.559
266,0,2008,783,561,0.62,0.5556,0.5573,0.4704
267,0,2008,794,536,0.5852,0.5949,0.564,0.5269
268,0,2008,810,685,0.6529,0.4639,0.5715,0.4508
269,0,2008,817,639,0.604,0.599,0.553,0.5212
270,1,2008,848,841,0.5302,0.6095,0.4969,0.5598
271,0,2008,843,511,0.6018,0.4962,0.5625,0.4517
272,0,2008,849,564,0.6334,0.5495,0.5521,0.4881
273,0,2008,853,604,0.6353,0.5379,0.5666,0.5681
274,1,2008,625,515,0.5983,0.5985,0.553,0.5783
275,1,2008,768,535,0.5848,0.6148,0.5191,0.5234
276,1,2008,607,568,0.5882,0.6021,0.5314,0.5233
277,1,2008,813,603,0.5452,0.6403,0.471,0.5706
278,0,2008,651,526,0.6257,0.5437,0.5843,0.4872
279,1,2008,819,666,0.5152,0.6641,0.4891,0.5668
280,1,2008,781,668,0.5788,0.5903,0.5071,0.5665
281,1,2008,725,675,0.5608,0.5871,0.5641,0.5585
282,0,2008,708,686,0.674,0.5084,0.5912,0.4908
283,1,2008,779,721,0.5735,0.5962,0.5548,0.578
284,0,2008,753,559,0.5426,0.603,0.5292,0.5615
285,1,2008,827,766,0.6171,0.5594,0.5624,0.5214
286,0,2008,790,509,0.6807,0.5428,0.6089,0.5065
287,0,2008,793,519,0.6529,0.5472,0.5939,0.4868
288,0,2008,829,551,0.5802,0.6024,0.559,0.5724
289,0,2008,835,575,0.5951,0.623,0.5154,0.5457
290,1,2008,817,636,0.604,0.6552,0.553,0.5604
291,1,2008,731,671,0.6149,0.622,0.5754,0.5652
292,0,2008,783,660,0.62,0.6041,0.5573,0.5739
293,0,2008,810,794,0.6529,0.5852,0.5715,0.564
294,0,2008,841,717,0.6095,0.5968,0.5598,0.5426
295,0,2008,843,577,0.6018,0.6428,0.5625,0.5851
296,0,2008,849,637,0.6334,0.5761,0.5521,0.5712
297,0,2008,853,738,0.6353,0.581,0.5666,0.5282
298,1,2008,603,568,0.6403,0.6021,0.5706,0.5233
299,1,2008,721,651,0.5962,0.6257,0.578,0.5843
300,1,2008,675,666,0.5871,0.6641,0.5585,0.5668
301,0,2008,708,515,0.674,0.5985,0.5912,0.5783
302,0,2008,790,535,0.6807,0.6148,0.6089,0.5234
303,0,2008,793,668,0.6529,0.5903,0.5939,0.5665
304,0,2008,829,766,0.5802,0.5594,0.559,0.5214
305,0,2008,835,753,0.5951,0.5426,0.5154,0.5292
306,1,2008,790,651,0.6807,0.6257,0.6089,0.5843
307,1,2008,841,708,0.6095,0.674,0.5598,0.5912
308,1,2008,835,810,0.5951,0.6529,0.5154,0.5715
309,0,2008,853,843,0.6353,0.6018,0.5666,0.5625
310,1,2008,849,568,0.6334,0.6021,0.5521,0.5233
311,1,2008,829,636,0.5802,0.6552,0.559,0.5604
312,1,2008,671,666,0.622,0.6641,0.5652,0.5668
313,0,2008,793,783,0.6529,0.62,0.5939,0.5573
314,0,2008,708,651,0.674,0.6257,0.5912,0.5843
315,1,2008,853,810,0.6353,0.6529,0.5666,0.5715
316,0,2008,636,568,0.6552,0.6021,0.5604,0.5233
317,1,2008,793,666,0.6529,0.6641,0.5939,0.5668
318,1,2008,708,636,0.674,0.6552,0.5912,0.5604
319,1,2008,810,666,0.6529,0.6641,0.5715,0.5668
320,1,2008,666,636,0.6641,0.6552,0.5668,0.5604
321,0,2009,682,506,0.5093,0.4914,0.4859,0.4046
322,0,2009,559,547,0.6433,0.4933,0.5742,0.4886
323,0,2009,577,524,0.6677,0.5442,0.6086,0.4695
324,0,2009,607,503,0.6041,0.5367,0.5321,0.4891
325,0,2009,655,535,0.5923,0.6084,0.5366,0.5319
326,0,2009,662,539,0.5746,0.5905,0.5812,0.56
327,0,2009,666,565,0.644,0.5174,0.5583,0.4883
328,0,2009,670,551,0.5854,0.6032,0.5882,0.5608
329,1,2009,740,708,0.5146,0.6531,0.4763,0.5801
330,0,2009,721,683,0.6459,0.5162,0.5778,0.4492
331,0,2009,738,714,0.6109,0.5714,0.5748,0.5354
332,0,2009,793,673,0.5899,0.5883,0.5659,0.5665
333,0,2009,794,536,0.5927,0.6028,0.5577,0.5463
334,1,2009,825,810,0.5784,0.5991,0.5194,0.5506
335,0,2009,829,509,0.6244,0.5571,0.573,0.4685
336,0,2009,835,623,0.586,0.6101,0.5142,0.5757
337,0,2009,840,675,0.6213,0.5691,0.5809,0.5563
338,1,2009,821,511,0.632,0.5403,0.579,0.4762
339,1,2009,789,512,0.601,0.4495,0.5617,0.4365
340,1,2009,839,552,0.6186,0.5754,0.553,0.5227
341,1,2009,843,569,0.6106,0.6037,0.5884,0.532
342,1,2009,689,636,0.5462,0.6296,0.4505,0.5805
343,1,2009,682,651,0.5093,0.6463,0.4859,0.588
344,1,2009,822,660,0.609,0.5974,0.51,0.5587
345,1,2009,745,671,0.5297,0.6449,0.4618,0.5949
346,0,2009,676,561,0.631,0.5251,0.5632,0.4531
347,1,2009,790,722,0.6083,0.6111,0.6051,0.5958
348,0,2009,731,586,0.667,0.5246,0.5928,0.464
349,0,2009,766,720,0.6122,0.6002,0.5468,0.5781
350,0,2009,786,765,0.6252,0.5569,0.5939,0.4699
351,0,2009,818,527,0.5908,0.5711,0.5804,0.5517
352,0,2009,849,595,0.584,0.6201,0.5829,0.5823
353,0,2009,853,733,0.6174,0.5259,0.5589,0.4545
354,1,2009,794,559,0.5927,0.6433,0.5577,0.5742
355,1,2009,793,577,0.5899,0.6677,0.5659,0.6086
356,1,2009,835,607,0.586,0.6041,0.5142,0.5321
357,0,2009,666,662,0.644,0.5746,0.5583,0.5812
358,0,2009,708,655,0.6531,0.5923,0.5801,0.5366
359,0,2009,721,670,0.6459,0.5854,0.5778,0.5882
360,1,2009,840,738,0.6213,0.6109,0.5809,0.5748
361,0,2009,829,810,0.6244,0.5991,0.573,0.5506
362,1,2009,552,511,0.5754,0.5403,0.5227,0.4762
363,0,2009,636,569,0.6296,0.6037,0.5805,0.532
364,1,2009,766,651,0.6122,0.6463,0.5468,0.588
365,1,2009,818,671,0.5908,0.6449,0.5804,0.5949
366,0,2009,676,660,0.631,0.5974,0.5632,0.5587
367,0,2009,731,722,0.667,0.6111,0.5928,0.5958
368,0,2009,786,512,0.6252,0.4495,0.5939,0.4365
369,0,2009,853,849,0.6174,0.584,0.5589,0.5829
370,1,2009,738,559,0.6109,0.6433,0.5748,0.5742
371,0,2009,676,666,0.631,0.644,0.5632,0.5583
372,1,2009,853,731,0.6174,0.667,0.5589,0.5928
373,0,2009,829,577,0.6244,0.6677,0.573,0.6086
374,0,2009,651,511,0.6463,0.5403,0.588,0.4762
375,0,2009,671,636,0.6449,0.6296,0.5949,0.5805
376,0,2009,708,607,0.6531,0.6041,0.5801,0.5321
377,1,2009,786,721,0.6252,0.6459,0.5939,0.5778
378,1,2009,676,559,0.631,0.6433,0.5632,0.5742
379,0,2009,829,731,0.6244,0.667,0.573,0.5928
380,0,2009,671,651,0.6449,0.6463,0.5949,0.588
381,1,2009,721,708,0.6459,0.6531,0.5778,0.5801
382,0,2009,671,559,0.6449,0.6433,0.5949,0.5742
383,1,2009,829,708,0.6244,0.6531,0.573,0.5801
384,0,2009,708,671,0.6531,0.6449,0.5801,0.5949
385,1,2010,848,514,0.5065,0.5701,0.4684,0.5412
386,1,2010,751,521,0.5629,0.6334,0.4833,0.5839
387,1,2010,824,535,0.5944,0.6267,0.5278,0.5418
388,1,2010,592,536,0.5749,0.6125,0.5648,0.5252
389,1,2010,644,636,0.5122,0.6878,0.4455,0.5974
390,1,2010,711,637,0.5362,0.6447,0.4578,0.6085
391,0,2010,640,586,0.6658,0.5246,0.5682,0.4961
392,1,2010,827,687,0.6103,0.5749,0.5715,0.4603
393,0,2010,701,680,0.6294,0.5411,0.5462,0.4815
394,1,2010,817,714,0.5839,0.621,0.5372,0.5271
395,0,2010,719,603,0.542,0.6353,0.5264,0.6197
396,0,2010,723,717,0.605,0.5838,0.5381,0.5652
397,0,2010,781,743,0.5968,0.6111,0.521,0.55
398,0,2010,790,754,0.6258,0.6158,0.5789,0.5558
399,0,2010,829,745,0.6271,0.5216,0.575,0.4613
400,0,2010,839,793,0.5939,0.6025,0.5687,0.56
401,0,2010,840,660,0.5915,0.5825,0.5494,0.5618
402,1,2010,651,539,0.5949,0.6148,0.5962,0.5838
403,1,2010,789,561,0.6342,0.5844,0.5549,0.4817
404,0,2010,577,514,0.6637,0.5701,0.5884,0.5412
405,1,2010,722,606,0.602,0.5988,0.5715,0.5854
406,0,2010,607,595,0.5963,0.5903,0.5241,0.5535
407,0,2010,662,617,0.6118,0.5298,0.5747,0.5292
408,1,2010,702,671,0.5798,0.6027,0.5439,0.5548
409,0,2010,676,551,0.5859,0.5984,0.5573,0.573
410,1,2010,757,720,0.5421,0.6128,0.485,0.548
411,0,2010,731,718,0.6256,0.5791,0.5866,0.5027
412,1,2010,766,738,0.6022,0.6228,0.5175,0.5533
413,1,2010,828,786,0.5262,0.6513,0.4417,0.586
414,1,2010,822,794,0.6022,0.6259,0.5334,0.5968
415,0,2010,843,683,0.6607,0.5378,0.605,0.4484
416,1,2010,850,849,0.5635,0.614,0.4826,0.5707
417,0,2010,853,673,0.6149,0.5711,0.5611,0.5638
418,1,2010,723,521,0.605,0.6334,0.5381,0.5839
419,1,2010,687,535,0.5749,0.6267,0.4603,0.5418
420,0,2010,637,536,0.6447,0.6125,0.6085,0.5252
421,1,2010,839,640,0.5939,0.6658,0.5687,0.5682
422,0,2010,714,636,0.621,0.6878,0.5271,0.5974
423,1,2010,829,781,0.6271,0.5968,0.575,0.521
424,0,2010,790,719,0.6258,0.542,0.5789,0.5264
425,0,2010,840,701,0.5915,0.6294,0.5494,0.5462
426,1,2010,849,561,0.614,0.5844,0.5707,0.4817
427,0,2010,577,539,0.6637,0.6148,0.5884,0.5838
428,0,2010,671,662,0.6027,0.6118,0.5548,0.5747
429,0,2010,720,606,0.6128,0.5988,0.548,0.5854
430,1,2010,794,738,0.6259,0.6228,0.5968,0.5533
431,0,2010,786,607,0.6513,0.5963,0.586,0.5241
432,0,2010,843,676,0.6607,0.5859,0.605,0.5573
433,0,2010,853,731,0.6149,0.6256,0.5611,0.5866
434,1,2010,786,535,0.6513,0.6267,0.586,0.5418
435,1,2010,853,637,0.6149,0.6447,0.5611,0.6085
436,0,2010,640,561,0.6658,0.5844,0.5682,0.4817
437,0,2010,843,840,0.6607,0.5915,0.605,0.5494
438,1,2010,781,521,0.5968,0.6334,0.521,0.5839
439,1,2010,738,577,0.6228,0.6637,0.5533,0.5884
440,1,2010,714,671,0.621,0.6027,0.5271,0.5548
441,0,2010,790,720,0.6258,0.6128,0.5789,0.548
442,1,2010,637,535,0.6447,0.6267,0.6085,0.5418
443,0,2010,843,640,0.6607,0.6658,0.605,0.5682
444,0,2010,577,521,0.6637,0.6334,0.5884,0.5839
445,1,2010,790,671,0.6258,0.6027,0.5789,0.5548
446,1,2010,671,535,0.6027,0.6267,0.5548,0.5418
447,1,2010,843,577,0.6607,0.6637,0.605,0.5884
448,0,2010,577,535,0.6637,0.6267,0.5884,0.5418
449,1,2011,805,551,0.5939,0.5717,0.5419,0.548
450,0,2011,814,513,0.5072,0.617,0.4824,0.5527
451,0,2011,820,506,0.485,0.4416,0.4494,0.417
452,0,2011,825,818,0.5763,0.5615,0.5384,0.5598
453,1,2011,723,535,0.6167,0.5896,0.5479,0.5428
454,1,2011,850,536,0.534,0.6526,0.4946,0.5782
455,1,2011,676,549,0.5868,0.5885,0.5547,0.5387
456,0,2011,559,533,0.6305,0.555,0.5986,0.4747
457,1,2011,757,592,0.5015,0.6414,0.4782,0.6014
458,1,2011,778,607,0.6064,0.5728,0.5936,0.5299
459,1,2011,822,637,0.6241,0.6098,0.5196,0.5934
460,1,2011,736,640,0.5853,0.646,0.4954,0.5952
461,0,2011,682,651,0.5564,0.6222,0.4863,0.5897
