"","wteam","season","wscore","num_wins","avg_margin_victory","lscore","num_loss","avg_margin_loss","avg_score","close_win"
"49","Alabama","N",1216,16,11.625,969,14,-10.0714285714286,72.8333333333333,0.6
"50","Alabama","O",1236,17,12.7058823529412,956,15,-6.46666666666667,68.5,0.416666666666667
"51","Alabama","P",1468,21,16.4285714285714,665,11,-9.81818181818182,66.65625,0.444444444444444
"52","Alabama","Q",1443,21,14.1428571428571,635,11,-7.18181818181818,64.9375,0.444444444444444
"53","Alabama","R",1270,20,9.95,733,12,-7.83333333333333,62.59375,0.625
"54","Alabama A&M","D",705,8,12.25,1196,17,-17.8235294117647,76.04,0.2
"55","Alabama A&M","E",1177,15,10.8,649,10,-16.7,73.04,0.571428571428571
"56","Alabama A&M","F",1310,17,7.58823529411765,743,11,-15.1818181818182,73.3214285714286,0.777777777777778
"57","Alabama A&M","G",1454,17,16.5882352941176,712,10,-11.7,80.2222222222222,0.375
"58","Alabama A&M","H",556,7,13,1310,19,-11.4736842105263,71.7692307692308,0.2
"59","Alabama A&M","I",984,13,9.15384615384615,1040,16,-13.9375,69.7931034482759,0.583333333333333
"60","Alabama A&M","J",1158,16,11.5,845,13,-11.3076923076923,69.0689655172414,0.545454545454545
"61","Alabama A&M","K",911,11,13.2727272727273,790,12,-9.66666666666667,73.9565217391304,0.2
"62","Alabama A&M","L",443,6,9.5,1118,20,-15.25,60.0384615384615,0.4
"63","Alabama A&M","M",786,11,12.0909090909091,883,15,-14.7333333333333,64.1923076923077,0.5
"64","Alabama A&M","N",504,7,8.14285714285714,1032,17,-14.7647058823529,64,0.5
"65","Alabama A&M","O",580,8,11.75,888,15,-16.2,63.8260869565217,0.166666666666667
"66","Alabama A&M","P",682,10,11,888,15,-13.0666666666667,62.8,0.285714285714286
"67","Alabama A&M","Q",348,5,8.8,1241,21,-12.6666666666667,61.1153846153846,0.25
"68","Alabama A&M","R",618,9,10,1168,20,-16.95,61.5862068965517,0.5
"69","Alabama St","A",560,7,3.28571428571429,1155,17,-17.1764705882353,71.4583333333333,0.666666666666667
"70","Alabama St","B",615,8,6.625,1170,20,-21.5,63.75,0.454545454545455
"71","Alabama St","C",727,9,10.3333333333333,1040,17,-15.4117647058824,67.9615384615385,0.375
"72","Alabama St","D",719,9,10.4444444444444,941,16,-13.875,66.4,0.285714285714286
"73","Alabama St","E",696,10,7.2,869,14,-12.3571428571429,65.2083333333333,0.5
"74","Alabama St","F",1589,22,13.5909090909091,511,8,-13.75,70,0.4
"75","Alabama St","G",1254,18,9.22222222222222,700,12,-12,65.1333333333333,0.615384615384615
"76","Alabama St","H",888,13,10.3846153846154,893,15,-9.26666666666667,63.6071428571429,0.428571428571429
"77","Alabama St","I",1087,16,12.375,756,14,-12.3571428571429,61.4333333333333,0.625
"78","Alabama St","J",932,15,6.46666666666667,807,15,-13.1333333333333,57.9666666666667,0.615384615384615
"79","Alabama St","K",877,12,7.16666666666667,1108,18,-12.1111111111111,66.1666666666667,0.538461538461538
"80","Alabama St","L",589,9,7.55555555555556,1157,20,-12.6,60.2068965517241,0.357142857142857
"81","Alabama St","M",1267,17,15,650,10,-10.5,71,0.5
"82","Alabama St","N",1423,20,12.5,592,9,-8.77777777777778,69.4827586206897,0.5
"83","Alabama St","O",938,13,9.92307692307692,855,15,-13.0666666666667,64.0357142857143,0.363636363636364
"84","Alabama St","P",1040,15,12.3333333333333,930,17,-16.2941176470588,61.5625,0.4
"85","Alabama St","Q",642,10,6.3,1032,19,-12.2105263157895,57.7241379310345,0.545454545454545
"86","Alabama St","R",613,9,7.22222222222222,1293,22,-15.4545454545455,61.4838709677419,0.4
"87","Albany NY","E",650,9,10,933,16,-13,63.32,0.333333333333333
"88","Albany NY","F",392,5,5.4,1379,21,-14.8095238095238,68.1153846153846,0.428571428571429
"89","Albany NY","G",455,8,6.625,1138,20,-14.05,56.8928571428571,0.833333333333333
"90","Albany NY","H",492,7,4.71428571428571,1354,21,-14.6190476190476,65.9285714285714,0.5
"91","Albany NY","I",329,5,8.2,1292,23,-11.3478260869565,57.8928571428571,0.25
"92","Albany NY","J",952,13,14.6923076923077,934,15,-7.73333333333333,67.3571428571429,0.2
"93","Albany NY","K",1507,21,11.6190476190476,628,10,-10.2,68.8709677419355,0.625
"94","Albany NY","L",1577,23,9.65217391304348,607,9,-11.2222222222222,68.25,0.769230769230769
"95","Albany NY","M",1087,15,12.8,961,15,-9.06666666666667,68.2666666666667,0.25
"96","Albany NY","N",1033,15,8.86666666666667,951,16,-11.6875,64,0.666666666666667
"97","Albany NY","O",511,7,11.5714285714286,1496,25,-11.44,62.71875,0.181818181818182
"98","Albany NY","P",1089,16,10.375,924,16,-12.5625,62.90625,0.6
"99","Albany NY","Q",1477,19,13.5263157894737,897,14,-10.3571428571429,71.9393939393939,0.3
"100","Albany NY","R",1601,24,10.375,589,10,-10.9,64.4117647058823,0.714285714285714
"101","Alcorn St","A",695,8,8.875,1056,15,-18.5333333333333,76.1304347826087,0.555555555555556
"102","Alcorn St","B",769,10,8.3,1098,16,-13.125,71.8076923076923,0.454545454545455
"103","Alcorn St","C",831,10,10.9,989,15,-12.0666666666667,72.8,0.428571428571429
"104","Alcorn St","D",1755,22,14.8636363636364,381,6,-15.1666666666667,76.2857142857143,0.875
"105","Alcorn St","E",1352,17,11.9411764705882,631,10,-15.6,73.4444444444444,0.555555555555556
"106","Alcorn St","F",1284,15,11.1333333333333,960,15,-13.5333333333333,74.8,0.7
"107","Alcorn St","G",1733,20,11.05,581,9,-14.4444444444444,79.7931034482759,0.6
"108","Alcorn St","H",1050,14,9.28571428571429,1230,19,-13.8421052631579,69.0909090909091,0.666666666666667
"109","Alcorn St","I",792,11,7.72727272727273,1063,18,-18.2222222222222,63.9655172413793,0.833333333333333
"110","Alcorn St","J",373,6,3.66666666666667,1228,22,-16.6363636363636,57.1785714285714,0.5
"111","Alcorn St","K",617,8,8.5,1231,20,-13.3,66,0.375
"112","Alcorn St","L",727,10,4.9,1187,19,-16.6842105263158,66,0.5
"113","Alcorn St","M",428,6,6,1516,23,-16.2608695652174,67.0344827586207,0.416666666666667
"114","Alcorn St","N",338,4,13,1602,24,-20,69.2857142857143,0.333333333333333
"115","Alcorn St","O",124,2,1.5,1756,29,-22.9310344827586,60.6451612903226,0.5
"116","Alcorn St","P",309,4,6,1529,24,-18.5,65.6428571428571,0.4
"117","Alcorn St","Q",467,7,9.85714285714286,1213,21,-15.2380952380952,60,0.333333333333333
"118","Alcorn St","R",629,9,11.6666666666667,1263,23,-14.5217391304348,59.125,0.555555555555556
"119","American Univ","A",911,11,14.2727272727273,985,15,-11.8,72.9230769230769,0.333333333333333
"120","American Univ","B",740,10,7.2,990,16,-12.25,66.5384615384615,0.555555555555556
"121","American Univ","C",558,8,11.75,1092,19,-11.2105263157895,61.1111111111111,0.2
"122","American Univ","D",332,5,9.8,1295,21,-11.4285714285714,62.5769230769231,0.222222222222222
"123","American Univ","E",735,10,8.8,1086,18,-9.11111111111111,65.0357142857143,0.181818181818182
"124","American Univ","F",456,7,8.14285714285714,1123,20,-13,58.4814814814815,0.363636363636364
"125","American Univ","G",1274,18,10.3333333333333,703,12,-12.5,65.9,0.6
"126","American Univ","H",1147,16,14.5625,844,14,-7.07142857142857,66.3666666666667,0.454545454545455
"127","American Univ","I",1242,18,10.4444444444444,850,13,-8.61538461538461,67.4838709677419,0.466666666666667
"128","American Univ","J",1160,16,10.75,721,12,-11.75,67.1785714285714,0.727272727272727
"129","American Univ","L",1123,16,12.3125,822,14,-8.35714285714286,64.8333333333333,0.2
"130","American Univ","M",1420,21,10.4761904761905,663,11,-10.3636363636364,65.09375,0.571428571428571
"131","American Univ","N",1607,24,12.1666666666667,391,7,-15,64.4516129032258,0.875
"132","American Univ","O",763,11,7.45454545454545,1178,20,-11.2,62.6129032258064,0.454545454545455
"133","American Univ","P",1539,22,8.77272727272727,512,9,-12.7777777777778,66.1612903225806,0.7
"134","American Univ","Q",1381,20,10.2,617,11,-10.8181818181818,64.4516129032258,0.6
"135","American Univ","R",666,10,9.2,1069,20,-13.65,57.8333333333333,0.5
"136","Appalachian St","A",491,6,7.66666666666667,1314,20,-19.25,69.4230769230769,0.5
"137","Appalachian St","B",920,12,11.4166666666667,896,14,-11.6428571428571,69.8461538461538,0.375
"138","Appalachian St","C",1321,18,9.44444444444444,497,8,-12.375,69.9230769230769,0.7
"139","Appalachian St","D",1376,18,12.7777777777778,520,8,-13,72.9230769230769,0.714285714285714
"140","Appalachian St","E",1644,20,14.2,492,8,-9.625,76.2857142857143,0.571428571428571
"141","Appalachian St","F",680,9,7.88888888888889,1167,20,-14.75,63.6896551724138,0.375
"142","Appalachian St","G",661,8,9,1281,18,-13.1111111111111,74.6923076923077,0.5
"143","Appalachian St","H",1410,16,12.5625,755,10,-16.1,83.2692307692308,0.714285714285714
"144","Appalachian St","I",611,8,11.5,1388,21,-10.8095238095238,68.9310344827586,0.3
"145","Appalachian St","J",1173,15,12.8666666666667,758,12,-11.8333333333333,71.5185185185185,0.375
"146","Appalachian St","K",863,12,7.83333333333333,1045,16,-10.8125,68.1428571428571,0.5
"147","Appalachian St","L",1707,22,12.4090909090909,462,7,-11.8571428571429,74.7931034482759,0.5
"148","Appalachian St","M",1297,17,10.8235294117647,835,13,-9.38461538461539,71.0666666666667,0.5
"149","Appalachian St","N",958,12,8.58333333333333,1286,18,-10.7222222222222,74.8,0.466666666666667
"150","Appalachian St","O",1568,20,11.95,703,11,-9.63636363636364,73.258064516129,0.416666666666667
"151","Appalachian St","P",1063,14,8.57142857142857,1010,15,-11.6,71.4827586206897,0.545454545454545
"152","Appalachian St","Q",839,11,9.36363636363636,1111,18,-11.6111111111111,67.2413793103448,0.444444444444444
"153","Appalachian St","R",979,13,8.84615384615385,1075,16,-11.0625,70.8275862068966,0.384615384615385
"154","Arizona","A",1987,24,13.375,449,6,-8.33333333333333,81.2,0.7
"155","Arizona","B",1714,19,19.5789473684211,669,9,-4.77777777777778,85.1071428571429,0.3
"156","Arizona","C",2515,27,19.5925925925926,343,4,-4.25,92.1935483870968,0.571428571428571
"157","Arizona","D",1868,22,11.1818181818182,455,6,-7.16666666666667,82.9642857142857,0.75
"158","Arizona","E",2050,26,13.4230769230769,419,6,-8.5,77.15625,0.625
"159","Arizona","F",1845,22,21.1818181818182,505,7,-5.28571428571429,81.0344827586207,0.5
"160","Arizona","G",1854,22,11.3636363636364,718,9,-10.1111111111111,82.9677419354839,0.666666666666667
"161","Arizona","H",2155,25,17.28,231,3,-4.33333333333333,85.2142857142857,0.6
"162","Arizona","I",1803,20,16,735,9,-6.22222222222222,87.5172413793103,0.454545454545455
"163","Arizona","J",2213,27,14.4444444444444,416,6,-9.33333333333333,79.6666666666667,0.875
"164","Arizona","K",1439,19,13,822,12,-8,72.9354838709677,0.583333333333333
"165","Arizona","L",1651,20,13.6,703,10,-9.3,78.4666666666667,0.454545454545455
"166","Arizona","M",1395,18,14.6111111111111,895,14,-7.85714285714286,71.5625,0.3
"167","Arizona","N",1491,19,12.5263157894737,819,13,-9.07692307692308,72.1875,0.416666666666667
"168","Arizona","O",1258,16,9.6875,971,15,-10.6,71.9032258064516,0.466666666666667
"169","Arizona","P",2134,27,14.3703703703704,468,7,-11.4285714285714,76.5294117647059,0.75
"170","Arizona","Q",1670,23,12.695652173913,692,11,-5.54545454545455,69.4705882352941,0.333333333333333
"171","Arizona","R",1868,25,14.44,477,7,-7.71428571428571,73.28125,0.625
"172","Arizona St","A",851,11,9.18181818181818,1129,16,-13.625,73.3333333333333,0.666666666666667
"173","Arizona St","B",649,8,12.25,1321,20,-11.85,70.3571428571429,0.444444444444444
"174","Arizona St","C",1640,18,12.6111111111111,990,13,-15,84.8387096774194,0.555555555555556
"175","Arizona St","D",968,12,12.9166666666667,1105,16,-8.3125,74.0357142857143,0.307692307692308
"176","Arizona St","E",1449,17,13.5882352941176,847,12,-10.8333333333333,79.1724137931034,0.428571428571429
"177","Arizona St","F",1040,13,19.4615384615385,1081,16,-12,73.1379310344828,0.142857142857143
"178","Arizona St","G",1144,14,16.8571428571429,994,14,-10.2857142857143,76.3571428571429,0.4
"179","Arizona St","H",1453,18,17.3888888888889,750,11,-10.5454545454545,75.9655172413793,0.5
"180","Arizona St","I",832,10,11.8,1168,17,-10.9411764705882,74.0740740740741,0.285714285714286
"181","Arizona St","J",1375,18,13.3888888888889,980,13,-8.23076923076923,75.9677419354839,0.416666666666667
"182","Arizona St","K",802,11,12,1076,17,-12.4705882352941,67.0714285714286,0.333333333333333
"183","Arizona St","L",430,7,8.85714285714286,1256,22,-8.04545454545454,58.1379310344828,0.2
"184","Arizona St","M",1427,19,16.3684210526316,658,12,-13.1666666666667,67.258064516129,0.555555555555556
"185","Arizona St","N",1725,24,16.0416666666667,570,9,-8,69.5454545454545,0.625
"186","Arizona St","O",1556,22,17.2272727272727,580,10,-11.4,66.75,0.666666666666667
"187","Arizona St","P",831,12,10.1666666666667,1152,19,-11.1578947368421,63.9677419354839,0.545454545454545
"188","Arizona St","Q",698,10,7.9,1193,21,-11.6190476190476,61,0.461538461538462
"189","Arizona St","R",1562,21,11.1904761904762,781,12,-8.16666666666667,71,0.461538461538462
"190","Ark Little Rock","A",1630,21,12.4761904761905,390,6,-8.5,74.8148148148148,0.8
"191","Ark Little Rock","B",1247,16,11.3125,737,11,-8.54545454545454,73.4814814814815,0.6
"192","Ark Little Rock","C",1127,15,10.2,760,13,-15.1538461538462,67.3928571428571,0.625
"193","Ark Little Rock","D",820,11,8.09090909090909,896,15,-13.6666666666667,66,0.545454545454545
"194","Ark Little Rock","F",1214,16,13.25,667,11,-8.81818181818182,69.6666666666667,0.444444444444444
"195","Ark Little Rock","G",1229,16,14.1875,748,11,-7.90909090909091,73.2222222222222,0.375
"196","Ark Little Rock","H",1150,16,9,811,12,-12.0833333333333,70.0357142857143,0.5
"197","Ark Little Rock","I",1000,14,14,817,12,-9.91666666666667,69.8846153846154,0.4
"198","Ark Little Rock","J",1024,15,9,639,10,-16.9,66.52,0.75
"199","Ark Little Rock","K",905,13,10.7692307692308,889,15,-12.2,64.0714285714286,0.444444444444444
"200","Ark Little Rock","L",882,12,7.25,1014,17,-12.4705882352941,65.3793103448276,0.571428571428571
"201","Ark Little Rock","M",1250,18,9.33333333333333,609,11,-12.6363636363636,64.1034482758621,0.8
"202","Ark Little Rock","N",1626,23,8.47826086956522,433,8,-12.5,66.4193548387097,0.909090909090909
"203","Ark Little Rock","O",445,6,6.83333333333333,1405,22,-11.8181818181818,66.0714285714286,0.272727272727273
"204","Ark Little Rock","P",1166,17,8.88235294117647,1021,16,-12.0625,66.2727272727273,0.636363636363636
"205","Ark Little Rock","Q",952,14,7.92857142857143,920,16,-10.625,62.4,0.615384615384615
"206","Ark Little Rock","R",1144,16,10.875,892,15,-16,65.6774193548387,0.5
"207","Ark Pine Bluff","B",147,2,1.5,692,11,-24.2727272727273,64.5384615384615,0.4
"208","Ark Pine Bluff","C",223,3,10.3333333333333,1354,22,-17.5909090909091,63.08,0.5
"209","Ark Pine Bluff","E",425,5,6.2,1204,20,-19.35,65.16,0.666666666666667
"210","Ark Pine Bluff","F",130,2,3,1532,25,-25.04,61.5555555555556,0.285714285714286
"211","Ark Pine Bluff","G",151,2,2,1701,26,-20.3846153846154,66.1428571428571,0.333333333333333
"212","Ark Pine Bluff","H",260,4,4.75,1266,24,-23.75,54.5,0.5
"213","Ark Pine Bluff","J",337,5,5.8,1176,21,-14.2857142857143,58.1923076923077,0.363636363636364
"214","Ark Pine Bluff","K",741,11,11.0909090909091,915,16,-10.4375,61.3333333333333,0.3
"215","Ark Pine Bluff","L",636,10,7.2,1065,19,-13.4736842105263,58.6551724137931,0.4
"216","Ark Pine Bluff","M",747,11,9.54545454545454,963,18,-14.2777777777778,58.9655172413793,0.444444444444444
"217","Ark Pine Bluff","N",920,13,8.92307692307692,1023,18,-20.1666666666667,62.6774193548387,0.545454545454545
"218","Ark Pine Bluff","O",1127,17,10,934,15,-11.9333333333333,64.40625,0.583333333333333
"219","Ark Pine Bluff","P",503,7,8.42857142857143,1347,24,-17.9166666666667,59.6774193548387,0.25
"220","Ark Pine Bluff","Q",726,11,5.54545454545455,1287,22,-15.4090909090909,61,0.615384615384615
"221","Ark Pine Bluff","R",1133,16,11.4375,747,14,-21.5,62.6666666666667,0.714285714285714
"222","Arkansas","A",1495,18,15.5,851,12,-13.3333333333333,78.2,0.75
"223","Arkansas","B",1299,15,24.4,839,12,-11.5833333333333,79.1851851851852,0.444444444444444
"224","Arkansas","C",2011,23,17.6086956521739,503,7,-10.8571428571429,83.8,0.7
"225","Arkansas","D",1845,22,15.8636363636364,664,10,-12.1,78.40625,0.818181818181818
"226","Arkansas","E",1519,19,15.4736842105263,939,14,-9.5,74.4848484848485,0.25
"227","Arkansas","F",1747,20,20.95,668,10,-9.3,80.5,0.75
"228","Arkansas","G",1139,14,13.5714285714286,1031,15,-8.53333333333333,74.8275862068966,0.363636363636364
"229","Arkansas","H",643,9,13.8888888888889,1083,19,-13.7894736842105,61.6428571428571,0.25
"230","Arkansas","I",950,12,15.9166666666667,978,16,-11.5,68.8571428571429,0.2
"231","Arkansas","J",1422,18,21.2777777777778,725,12,-10.0833333333333,71.5666666666667,0.5
"232","Arkansas","K",1680,22,14.9090909090909,624,9,-4.55555555555556,74.3225806451613,0.5
"233","Arkansas","L",1575,21,15.6190476190476,852,13,-10.3846153846154,71.3823529411765,0.285714285714286
"234","Arkansas","M",1717,22,14.6818181818182,713,11,-9.54545454545454,73.6363636363636,0.636363636363636
"235","Arkansas","N",1180,14,14.7857142857143,1058,16,-11.375,74.6,0.428571428571429
"236","Arkansas","O",1138,14,16.9285714285714,1253,18,-11.7777777777778,74.71875,0.454545454545455
"237","Arkansas","P",1397,18,15.0555555555556,794,13,-11.4615384615385,70.6774193548387,0.5
"238","Arkansas","Q",1398,18,14.8888888888889,901,14,-14.2857142857143,71.84375,0.5
"239","Arkansas","R",1548,19,17.1578947368421,810,13,-13.1538461538462,73.6875,0.625
"240","Arkansas St","A",545,8,9.375,1239,18,-13.5,68.6153846153846,0.285714285714286
"241","Arkansas St","B",1029,13,10,788,12,-12.9166666666667,72.68,0.6
"242","Arkansas St","C",1563,20,11.3,607,9,-11.2222222222222,74.8275862068966,0.777777777777778
"243","Arkansas St","D",1375,18,13.7222222222222,773,11,-7.27272727272727,74.0689655172414,0.333333333333333
"244","Arkansas St","E",814,10,9.2,1190,18,-11.7222222222222,71.5714285714286,0.285714285714286
"245","Arkansas St","F",1217,16,11.25,868,13,-16.0769230769231,71.8965517241379,0.666666666666667
"246","Arkansas St","G",1020,13,17.8461538461538,1035,16,-7.5625,70.8620689655172,0.333333333333333
"247","Arkansas St","H",883,11,16.3636363636364,966,15,-9.73333333333333,71.1153846153846,0.285714285714286
"248","Arkansas St","I",1138,15,10.3333333333333,755,11,-7.36363636363636,72.8076923076923,0.538461538461538
"249","Arkansas St","J",1046,13,11.7692307692308,881,13,-10.3846153846154,74.1153846153846,0.5
"250","Arkansas St","K",763,10,10.3,1250,18,-12,71.8928571428571,0.333333333333333
"251","Arkansas St","L",1200,16,9.375,1019,15,-12.0666666666667,71.5806451612903,0.555555555555556
"252","Arkansas St","M",590,8,8.75,1335,20,-11.9,68.75,0.222222222222222
"253","Arkansas St","N",736,11,8.90909090909091,1064,17,-7.58823529411765,64.2857142857143,0.357142857142857
"254","Arkansas St","O",1083,15,10.8,886,14,-10.7857142857143,67.8965517241379,0.375
"255","Arkansas St","P",1059,15,11.1333333333333,924,15,-11.2666666666667,66.1,0.5
"256","Arkansas St","Q",943,13,10,1147,20,-10.9,63.3333333333333,0.357142857142857
"257","Arkansas St","R",1317,18,14.6666666666667,734,12,-9.16666666666667,68.3666666666667,0.555555555555556
"258","Army","A",312,4,7.25,1243,20,-14.7,64.7916666666667,0.333333333333333
"259","Army","B",594,8,7.625,1050,16,-16,68.5,0.5
"260","Army","C",552,7,5.71428571428571,1121,19,-18.7894736842105,64.3461538461538,0.571428571428571
"261","Army","D",420,6,6.83333333333333,1027,19,-23,57.88,0.428571428571429
"262","Army","E",170,3,7.33333333333333,1179,23,-16.1739130434783,51.8846153846154,0.166666666666667
"263","Army","F",522,7,6,1245,18,-13.5555555555556,70.68,0.5
"264","Army","G",745,10,8.3,967,16,-14.25,65.8461538461538,0.4
"265","Army","H",209,3,3.33333333333333,1133,22,-16.1363636363636,53.68,0.5
"266","Army","I",240,4,4.75,991,21,-18.8095238095238,49.24,0.375
"267","Army","K",200,3,4,1162,22,-16.6818181818182,54.48,0.285714285714286
"268","Army","L",835,13,8.53846153846154,868,16,-13.625,58.7241379310345,0.625
"269","Army","M",879,14,6.21428571428571,891,16,-11.1875,59,0.625
"270","Army","N",750,11,11.1818181818182,991,19,-10.7894736842105,58.0333333333333,0.333333333333333
"271","Army","O",803,13,10.9230769230769,884,15,-11.1333333333333,60.25,0.666666666666667
"272","Army","P",741,10,9.5,1231,19,-11.3157894736842,68,0.3
"273","Army","Q",830,11,10.7272727272727,1102,18,-13.1666666666667,66.6206896551724,0.625
"274","Army","R",1172,15,14.6,983,15,-8.53333333333333,71.8333333333333,0.25
"275","Auburn","A",1428,18,11.5,785,12,-11.1666666666667,73.7666666666667,0.625
"276","Auburn","B",1117,15,16,841,15,-13.8,65.2666666666667,0.285714285714286
"277","Auburn","C",1130,15,14.3333333333333,801,13,-13.0769230769231,68.9642857142857,0.555555555555556
"278","Auburn","E",1607,22,13.6818181818182,577,9,-11.8888888888889,70.4516129032258,0.75
"279","Auburn","F",1379,17,13.4117647058824,977,13,-5.61538461538461,78.5333333333333,0.466666666666667
"280","Auburn","G",830,12,11.8333333333333,1005,16,-10.75,65.5357142857143,0.4
"281","Auburn","H",1442,19,16.1578947368421,661,11,-15.5454545454545,70.1,0.625
"282","Auburn","I",1080,14,18.8571428571429,880,14,-10,70,0.222222222222222
"283","Auburn","J",1097,14,9.35714285714286,1094,17,-16,70.6774193548387,0.583333333333333
"284","Auburn","K",857,12,12.4166666666667,979,16,-13.0625,65.5714285714286,0.5
"285","Auburn","L",1271,16,12.25,990,15,-12.2666666666667,72.9354838709677,0.6
"286","Auburn","M",1071,14,11.5714285714286,1070,16,-12.75,71.3666666666667,0.375
"287","Auburn","N",1568,21,13.5714285714286,744,11,-7.63636363636364,72.25,0.6
"288","Auburn","O",1124,14,13.1428571428571,1202,17,-9.35294117647059,75.0322580645161,0.444444444444444
"289","Auburn","P",708,10,7.7,1147,20,-11.15,61.8333333333333,0.545454545454545
"290","Auburn","Q",1047,15,11.8666666666667,895,16,-13.6875,62.6451612903226,0.428571428571429
"291","Auburn","R",622,9,13.7777777777778,1452,23,-10.9130434782609,64.8125,0.4
"292","Austin Peay","A",1413,17,12.8823529411765,687,10,-10.2,77.7777777777778,0.625
"293","Austin Peay","B",1256,15,12.2666666666667,988,14,-8.35714285714286,77.3793103448276,0.222222222222222
"294","Austin Peay","C",1149,15,15,677,11,-14.5454545454545,70.2307692307692,0.8
"295","Austin Peay","D",862,11,10.9090909090909,1097,16,-12.375,72.5555555555556,0.333333333333333
"296","Austin Peay","E",1218,16,11,695,10,-6.6,73.5769230769231,0.5
"297","Austin Peay","F",1637,20,9,702,10,-9.8,77.9666666666667,0.684210526315789
