"lo_win","year","hiteam","loteam","upper.elo.mean","upper.elo.se_mean","upper.elo.sd","upper.elo.X2.5.","upper.elo.X25.","upper.elo.X50.","upper.elo.X75.","upper.elo.X97.5.","upper.elo.strength_of_schedule","lower.elo.mean","lower.elo.se_mean","lower.elo.sd","lower.elo.X2.5.","lower.elo.X25.","lower.elo.X50.","lower.elo.X75.","lower.elo.X97.5.","lower.elo.strength_of_schedule","elo_m.pred","upper.pred.mean","upper.pred.se_mean","upper.pred.sd","upper.pred.X2.5.","upper.pred.X25.","upper.pred.X50.","upper.pred.X75.","upper.pred.X97.5.","upper.pred.strength_of_schedule","lower.pred.mean","lower.pred.se_mean","lower.pred.sd","lower.pred.X2.5.","lower.pred.X25.","lower.pred.X50.","lower.pred.X75.","lower.pred.X97.5.","lower.pred.strength_of_schedule","pred_m.pred","upper.ls.estimate","lower.ls.estimate","upper.seed","lower.seed","round","upper.gamesLastYear","lower.gamesLastYear"
"1","1996","810","736","1.19562518317692","0.00452615917236736","0.28625944074287","0.65038859455132","1.00387856623612","1.1920138492631","1.38504709597374","1.76599496509432","0.41347867943596","0.685466675136127","0.00487838606471684","0.308536225402616","0.0975025707416977","0.477644702558352","0.680785348710481","0.895787396306155","1.29717946754557","-0.213032515898293","0.31906012049462","12.1270833473461","0.0346403056814836","2.19084529595919","7.77409227908087","10.6590677427376","12.1284848676226","13.6774972782841","16.3210351554041","5.75961161375258","12.1270833473461","0.0346403056814836","2.19084529595919","7.77409227908087","10.6590677427376","12.1284848676226","13.6774972782841","16.3210351554041","5.75961161375258","0.252776827770904","12.1270833473461","4.65048799342686","4","13","1",NA,NA
"1","1996","833","738","-0.0285683191503722","0.00471418138240819","0.298151009431422","-0.598393734692937","-0.233204436776804","-0.0347197845000683","0.169872654127495","0.554494508143351","-0.379930271289217","1.51175278005347","0.00467579945046163","0.295723522912448","0.951942945350755","1.31300815299066","1.50644698243441","1.71336507453054","2.08889360053497","0.533265073473469","0.922546481387112","-3.16748474025771","0.0360705694820409","2.28130312125218","-7.61713232337847","-4.7093933560775","-3.21245605970827","-1.62879888456421","1.41941703213245","-3.61124516160157","-3.16748474025771","0.0360705694820409","2.28130312125218","-7.61713232337847","-4.7093933560775","-3.21245605970827","-1.62879888456421","1.41941703213245","-3.61124516160157","0.954698443584","-3.16748474025771","15.8056030963305","16","1","1",NA,NA
"0","1996","783","530","0.909702018187064","0.00449277199650342","0.284147850335457","0.350865267681363","0.723153868003108","0.909930139693684","1.09845975279663","1.47027940077545","0.333615160724297","0.989515383060645","0.00441556816470864","0.279265051284177","0.446462631583292","0.802743013901431","0.982878670998443","1.17358570537078","1.54725551820191","0.231938685935832","0.529488948063697","12.4347883785743","0.0349107604972545","2.20795036039913","8.14775573448645","10.9296976969416","12.4246170261136","13.8939427697724","16.9055843912868","4.32135437772218","12.4347883785743","0.0349107604972545","2.20795036039913","8.14775573448645","10.9296976969416","12.4246170261136","13.8939427697724","16.9055843912868","4.32135437772218","0.368408536359527","12.4347883785743","8.66838743800763","9","8","1",NA,NA
"0","1996","786","681","1.24950736527359","0.00457585428624858","0.289402435711792","0.690725716045963","1.05303834754662","1.24960911572917","1.44427352612252","1.82597152409169","0.542392506392809","0.560179622151193","0.00479300958259996","0.303136542560576","-0.0152525648975041","0.352480380833009","0.555469731174679","0.761084707905069","1.16550154665834","-0.124612648538712","0.263179317010098","14.6864082370778","0.0326202922413564","2.06308842846011","10.627262631062","13.2497037002773","14.6752837351878","16.1189511836274","18.7461781600483","8.52783012838814","14.6864082370778","0.0326202922413564","2.06308842846011","10.627262631062","13.2497037002773","14.6752837351878","16.1189511836274","18.7461781600483","8.52783012838814","0.31708058281424","14.6864082370778","9.35730754539154","4","13","1",NA,NA
"0","1996","821","541","1.18540396241803","0.00480143982791473","0.303669718089149","0.593232917781279","0.988309113982633","1.17959222169373","1.3788247816177","1.79658694931654","0.190561856431102","0.484226628171663","0.00408489801631156","0.258351634820964","-0.020078677879364","0.311722651473202","0.482196889003595","0.657313689030874","0.990143687609174","0.041740093040677","0.25803964404988","16.4314914242742","0.0343372401098964","2.17167774622726","12.2762672183093","14.9541207045229","16.4383584404679","17.9384478578925","20.6265539233961","3.85846300096945","16.4314914242742","0.0343372401098964","2.17167774622726","12.2762672183093","14.9541207045229","16.4383584404679","17.9384478578925","20.6265539233961","3.85846300096945","0.121096549828708","16.4314914242742","3.32658269596926","4","13","1",NA,NA
"1","1996","844","831","1.38958616285894","0.00532721708198009","0.33692279138426","0.754435193254418","1.15606211193066","1.38433171781896","1.60888593722008","2.07128900666746","0.00706446420065194","1.17975291957146","0.00510067658445849","0.322595112295541","0.574709678355931","0.959439854797573","1.17413715041372","1.39045312862692","1.83495292444559","0.176041909339072","0.424060266853302","8.88634311968406","0.0347932821595212","2.20052037793978","4.63122406536816","7.43700189265307","8.85219042836989","10.3335749093379","13.2280403720275","-0.221202521922008","8.88634311968406","0.0347932821595212","2.20052037793978","4.63122406536816","7.43700189265307","8.85219042836989","10.3335749093379","13.2280403720275","-0.221202521922008","0.547180670893314","8.88634311968406","10.2144298970832","8","9","1",NA,NA
"1","1996","826","511","0.180109306039345","0.00447346744411596","0.282926923240369","-0.366242649470212","-0.00685231722996289","0.181611889430671","0.368016746201252","0.733520107321414","-0.352781844384579","1.28003278892172","0.00440418521067968","0.278545130059526","0.765569391401848","1.08463676483669","1.27697161023845","1.46434121271754","1.85104593012777","0.459012250145978","0.846868591434088","-1.06417702447373","0.0355611702987453","2.24908588810331","-5.5333210873425","-2.59837535519217","-1.04663988733493","0.488052544217044","3.24068517799169","-7.08073834921318","-1.06417702447373","0.0355611702987453","2.24908588810331","-5.5333210873425","-2.59837535519217","-1.04663988733493","0.488052544217044","3.24068517799169","-7.08073834921318","0.911528289872114","-1.06417702447373","14.0422105280499","14","3","1",NA,NA
"1","1996","625","527","0.903605158365284","0.00446266430053599","0.282243672448318","0.339710232419884","0.712812970719067","0.900929983120994","1.09747434237315","1.45254914484075","0.651055695215067","0.802261245540612","0.0046910989346726","0.296691147255097","0.234573305403731","0.603470029647201","0.79737591921417","1.00309022732956","1.39919678519307","0.446664323521121","0.462203685642147","15.3948202956648","0.0334991328929136","2.11867119164545","11.2233576497414","13.9498089751989","15.3609968674881","16.8460952371521","19.5280073842364","9.4292551687793","15.3948202956648","0.0334991328929136","2.11867119164545","11.2233576497414","13.9498089751989","15.3609968674881","16.8460952371521","19.5280073842364","9.4292551687793","0.446653211540245","15.3948202956648","13.8925233672306","6","11","1",NA,NA
"1","1996","815","549","0.299961137816527","0.00454691706248742","0.287572284986848","-0.249299274820376","0.101560628728227","0.300331953578614","0.494708540730484","0.871641409923514","-0.368850340765012","1.54424709796122","0.0048221698855175","0.304980802050174","0.969491540520029","1.33255369375498","1.54192260746292","1.74937443597935","2.14420226896128","0.467848574682641","0.875012183493383","0.00685823699650183","0.0347150597252231","2.19557315680968","-4.37936101182629","-1.45557537972757","0.0288399461317094","1.45539889336605","4.26724129191411","-5.71407794662041","0.00685823699650183","0.0347150597252231","2.19557315680968","-4.37936101182629","-1.45557537972757","0.0288399461317094","1.45539889336605","4.26724129191411","-5.71407794662041","0.964687790584641","0.00685823699650183","20.2440290598947","15","2","1",NA,NA
"1","1996","685","603","0.254698907792692","0.00467779755830059","0.295849894348083","-0.320969647916146","0.0576852830262356","0.249677010253005","0.449901435023138","0.847608278518242","-0.605710716760111","1.37379456906688","0.00451484289736316","0.285543736670028","0.823747914767099","1.18481809236374","1.37427915467348","1.56231737122246","1.95030732518249","0.55304092989566","0.850234214240202","-1.27174936217581","0.0375865095980353","2.37717959251143","-5.86847533569963","-2.88360866848469","-1.29751717407455","0.33899622369636","3.40543305896078","-9.84323264189029","-1.27174936217581","0.0375865095980353","2.37717959251143","-5.86847533569963","-2.88360866848469","-1.29751717407455","0.33899622369636","3.40543305896078","-9.84323264189029","0.9703869576601","-1.27174936217581","19.9378249318608","15","2","1",NA,NA
"0","1996","606","519","1.24975790468271","0.00408985820071676","0.258665344427661","0.743057129125874","1.07098443114827","1.24530523801302","1.42560857745527","1.74216432140962","0.817604451567705","0.243352186376396","0.00439011977272416","0.277655553654982","-0.297420520784546","0.0587375312217538","0.239844019697405","0.430550375846753","0.794333121705316","-0.187475719926215","0.173380701457465","15.025121593545","0.0315717559044592","1.99677316777921","11.1158833281161","13.6947555038279","15.0305971144363","16.3605506710629","18.8799518421142","11.273097633749","15.025121593545","0.0315717559044592","1.99677316777921","11.1158833281161","13.6947555038279","15.0305971144363","16.3605506710629","18.8799518421142","11.273097633749","0.112806490841235","15.025121593545","1.49155013180462","3","14","1",NA,NA
"0","1996","628","599","1.15173012931716","0.00448781549034053","0.283834373361229","0.613272133210828","0.95645146917643","1.14623407899025","1.34333344394334","1.71486085980511","0.427775121619507","1.02477496124636","0.00453423800648345","0.28677039107578","0.469393887998946","0.836917054070239","1.02092854585705","1.21148941862966","1.61010614408215","0.187714761235675","0.45297184773476","17.517437300748","0.0328216058483608","2.07582061890246","13.5588077674579","16.0758517581649","17.527626007932","18.9573509131428","21.6490508400189","5.79089804905657","17.517437300748","0.0328216058483608","2.07582061890246","13.5588077674579","16.0758517581649","17.527626007932","18.9573509131428","21.6490508400189","5.79089804905657","0.205008101829484","17.517437300748","8.31291380262005","6","11","1",NA,NA
"1","1996","747","636","0.133037963230593","0.00478140074577661","0.302402335253636","-0.457106857029133","-0.0688063257701568","0.135236172523664","0.336251405152348","0.730793027432226","-0.650338127289813","1.49318360555769","0.00480226315837149","0.303721790079356","0.908943561283771","1.28511171284579","1.48794933662893","1.68852413965545","2.12236977662039","0.430985703613653","0.89382000463455","-0.838455820195584","0.0362144065011812","2.29040017309883","-5.21361740143653","-2.40025780801044","-0.85511633507262","0.680117827778164","3.75981820138469","-10.0115988393685","-0.838455820195584","0.0362144065011812","2.29040017309883","-5.21361740143653","-2.40025780801044","-0.85511633507262","0.680117827778164","3.75981820138469","-10.0115988393685","0.951156909182256","-0.838455820195584","17.7514025906925","15","2","1",NA,NA
"1","1996","802","651","0.874376031481356","0.00446564764727071","0.282432355862953","0.304536177374445","0.69035638840634","0.870902373755896","1.06099088125148","1.44946191293508","0.0784970713269136","0.980184610971152","0.00424641711321578","0.268566999457579","0.455589830131647","0.803770342670949","0.979107107722679","1.16092201461122","1.50647116582863","0.646087825192078","0.539442269522967","11.7724842825177","0.0344587023687141","2.17935969397952","7.52876541027963","10.3285532778048","11.7463529960317","13.2202853562501","16.0054150257872","0.793726940909101","11.7724842825177","0.0344587023687141","2.17935969397952","7.52876541027963","10.3285532778048","11.7463529960317","13.2202853562501","16.0054150257872","0.793726940909101","0.539445679999467","11.7724842825177","12.8775502399616","11","6","1",NA,NA
"0","1996","701","637","1.15779289253419","0.00508763367424999","0.321770206224022","0.53026594779466","0.946048921868092","1.15334172609774","1.36168236331547","1.82464363179863","-0.0136032975739065","0.668600563592306","0.00422368828305681","0.26712950202051","0.140006984178562","0.484190258713369","0.669577295347964","0.850655539821723","1.1820916941309","0.47707645701662","0.325701537231497","8.54570127882838","0.033898663635934","2.14393973450953","4.35086313011569","7.05667526305566","8.590725244398","10.0060527075172","12.6561876478661","1.74199145240562","8.54570127882838","0.033898663635934","2.14393973450953","4.35086313011569","7.05667526305566","8.590725244398","10.0060527075172","12.6561876478661","1.74199145240562","0.422248895038795","8.54570127882838","6.34932690152163","7","10","1",NA,NA
"0","1996","708","703","1.07764699538872","0.00421874919705021","0.266817126793703","0.5533224804085","0.895019820312089","1.07250378290538","1.26136306183267","1.58761053639222","0.702194149401635","0.662620763653362","0.00437314254077653","0.276581819228592","0.133356999625115","0.474510365402369","0.66058353477112","0.84347381576902","1.23399851539347","0.0398558392792895","0.349287507528884","15.7435272707542","0.0331918013509072","2.09923383825441","11.7105181336246","14.2996165640134","15.74205490213","17.1574471375948","19.8170218531482","9.92858293784928","15.7435272707542","0.0331918013509072","2.09923383825441","11.7105181336246","14.2996165640134","15.74205490213","17.1574471375948","19.8170218531482","9.92858293784928","0.193620756647276","15.7435272707542","6.07615641298377","6","11","1",NA,NA
"0","1996","758","662","0.804783974226417","0.00431621770369018","0.272981576416055","0.260456604484102","0.626775030472745","0.804673444192381","0.994302353267594","1.32951435231556","0.300606855052432","0.858406120122848","0.00457760571160978","0.289513205577656","0.305807401083709","0.658946401459693","0.860269331856177","1.05280699440556","1.43083082873111","0.69339865628746","0.519621853192929","7.85114510331896","0.033998599216022","2.15026021555689","3.64876910211865","6.39216190665038","7.83065049139759","9.3212855249021","12.0045270084332","2.82723499421355","7.85114510331896","0.033998599216022","2.15026021555689","3.64876910211865","6.39216190665038","7.83065049139759","9.3212855249021","12.0045270084332","2.82723499421355","0.681839970911318","7.85114510331896","13.1360315826455","10","7","1",NA,NA
"0","1996","789","721","0.957057173988917","0.00418122814693356","0.264444087222305","0.451867074748361","0.781311682507782","0.955461569177516","1.13167984062333","1.47424592875817","0.651853262047318","0.703906990704696","0.00423113070209906","0.267600201930008","0.190735240870812","0.519011902503741","0.704560486672823","0.888939019538625","1.2300122723566","0.522398835836836","0.40613016751338","9.28489084492727","0.032170390749779","2.03463415973827","5.29863909183367","7.89131039843124","9.28886382827647","10.6542436252559","13.2774112747346","7.93195910799533","9.28489084492727","0.032170390749779","2.03463415973827","5.29863909183367","7.89131039843124","9.28886382827647","10.6542436252559","13.2774112747346","7.93195910799533","0.571339170741844","9.28489084492727","11.2849885392295","7","10","1",NA,NA
"0","1996","793","670","0.797012988236098","0.00441629341080071","0.279310919874478","0.250877364535684","0.605297481488954","0.791807130360981","0.981770811923807","1.355648217687","0.274281400366958","0.913510832270082","0.00418635660831688","0.264768439599574","0.400398487579449","0.731948681258905","0.907685249916272","1.09354425948883","1.43174294299971","0.542032903058862","0.543253406250361","10.946186656242","0.033118958619417","2.09462685940447","6.92919508304933","9.50040474804998","10.9565947236156","12.3939887145352","15.0343449063466","3.74862741823307","10.946186656242","0.033118958619417","2.09462685940447","6.92919508304933","9.50040474804998","10.9565947236156","12.3939887145352","15.0343449063466","3.74862741823307","0.587475818724106","10.946186656242","13.4165999386103","10","7","1",NA,NA
"0","1996","796","690","1.80776927719218","0.00582310339783297","0.368285395756356","1.12614718894483","1.55738093930943","1.78520509557767","2.03796429467512","2.589327492951","0.021884617950009","0.366394932192535","0.00437045820596326","0.276412046988344","-0.165891842905025","0.181340362051862","0.364558894235876","0.554017525911793","0.909590537353565","-0.193475523971395","0.0945433435455996","13.6986847634571","0.0343917358017237","2.17512435640408","9.38608930940288","12.2189009636633","13.7404243945962","15.1512389988961","17.9343972006791","0.95965539194616","13.6986847634571","0.0343917358017237","2.17512435640408","9.38608930940288","12.2189009636633","13.7404243945962","15.1512389988961","17.9343972006791","0.95965539194616","0.224210289698309","13.6986847634571","5.21817486812601","3","14","1",NA,NA
"0","1996","829","732","1.54787696326214","0.00464474478312295","0.293759453297067","0.993432085162137","1.35069385324256","1.55005982403582","1.74158075875393","2.14346114440674","0.631695900816747","0.416863329618309","0.00444535204863671","0.281148749499752","-0.127900658851134","0.225862314625736","0.417269267162003","0.603786196287995","0.968694065654172","0.0244719413653428","0.146537412650057","17.1380198418064","0.0329626179753074","2.08473900887958","12.9298343643656","15.7825218599438","17.0916714182508","18.5201074728715","21.2881038398047","9.82791736871099","17.1380198418064","0.0329626179753074","2.08473900887958","12.9298343643656","15.7825218599438","17.0916714182508","18.5201074728715","21.2881038398047","9.82791736871099","0.109119260679408","17.1380198418064","3.34845520977795","3","14","1",NA,NA
"0","1996","839","812","1.54259797796971","0.00492515273439388","0.311494009297819","0.93370890231333","1.33779912763878","1.53307664315442","1.74075651581132","2.17434677198519","0.584893885672792","-0.0355213539281312","0.00437750380169482","0.276857649588033","-0.56797832890769","-0.219583292971133","-0.0376858557207741","0.147739261824767","0.5252058065469","-0.200772862472155","0.0724626873532865","15.9890259107535","0.0351135056296876","2.22077308845916","11.6923844996258","14.461032252155","16.0213639095366","17.5210595950678","20.3320639891247","9.01514796068038","15.9890259107535","0.0351135056296876","2.22077308845916","11.6923844996258","14.461032252155","16.0213639095366","17.5210595950678","20.3320639891247","9.01514796068038","0.0699772357941261","15.9890259107535","-0.541420174594354","2","15","1",NA,NA
"1","1996","660","515","1.12171381346364","0.00448910077458701","0.283915661874421","0.579765704298924","0.924435006477488","1.12569511111269","1.3085768551974","1.68880750373311","0.385159839752807","0.642629468805226","0.00427347916871134","0.270278554128216","0.110826532401877","0.458963600544315","0.638502376801042","0.825083641356424","1.18532822909042","0.491767545987875","0.327949466861121","12.9914339161683","0.0328621543661312","2.07838513234043","8.94236783149754","11.5600129585114","13.025886490277","14.4338028981761","17.0314034575409","4.7935491964242","12.9914339161683","0.0328621543661312","2.07838513234043","8.94236783149754","11.5600129585114","13.025886490277","14.4338028981761","17.0314034575409","4.7935491964242","0.333874310598054","12.9914339161683","8.20386547098799","4","12","2",NA,NA
"1","1996","581","559","1.0444875591182","0.00472554196987151","0.298869516070255","0.463517286720874","0.843776845488663","1.04219413864759","1.24212287749958","1.64251999894474","0.0718902253605749","1.99745808026456","0.00547540213727602","0.346294837182923","1.3593591530232","1.75916506761702","1.98282260746516","2.2204088656169","2.71372789963951","0.379378632434085","0.808169533491468","10.1757590170068","0.0359798952842453","2.27556838145133","5.77230022202884","8.63888838960486","10.1716727698435","11.7197047863718","14.737171025152","2.29527290679366","10.1757590170068","0.0359798952842453","2.27556838145133","5.77230022202884","8.63888838960486","10.1716727698435","11.7197047863718","14.737171025152","2.29527290679366","0.896556847644609","10.1757590170068","24.3270396525367","9","1","2",NA,NA
"1","1996","738","604","1.51175278005347","0.00467579945046163","0.295723522912448","0.951942945350755","1.31300815299066","1.50644698243441","1.71336507453054","2.08889360053497","0.533265073473469","0.929091378459981","0.00449362986090346","0.284202106444011","0.38246457701445","0.731985605044296","0.926114967658993","1.11601252593145","1.51470811318387","0.433486418591846","0.294727915602871","15.8056030963305","0.0334599877642387","2.11619543632719","11.7703075912491","14.3534164188147","15.8201673827432","17.1931272246585","20.0194343530408","7.55832957858417","15.8056030963305","0.0334599877642387","2.11619543632719","11.7703075912491","14.3534164188147","15.8201673827432","17.1931272246585","20.0194343530408","7.55832957858417","0.510120625914008","15.8056030963305","16.0915031664355","1","8","2",NA,NA
"1","1996","831","640","1.17975291957146","0.00510067658445849","0.322595112295541","0.574709678355931","0.959439854797573","1.17413715041372","1.39045312862692","1.83495292444559","0.176041909339072","2.01155179370413","0.00540635293373264","0.34192778210657","1.37471382376114","1.76951120719699","1.99864935872794","2.23460155365058","2.71141573015146","0.612031411223479","0.77603030400726","10.2144298970832","0.0346988226451987","2.19454623370113","5.90463422380141","8.70198564082519","10.2429596834781","11.70123891668","14.5102248572953","3.01022513211978","10.2144298970832","0.0346988226451987","2.19454623370113","5.90463422380141","8.70198564082519","10.2429596834781","11.70123891668","14.5102248572953","3.01022513211978","0.939500709917857","10.2144298970832","27.571674650053","9","1","2",NA,NA
"1","1996","783","663","0.909702018187064","0.00449277199650342","0.284147850335457","0.350865267681363","0.723153868003108","0.909930139693684","1.09845975279663","1.47027940077545","0.333615160724297","2.24098614612505","0.00565270091605834","0.357508196529292","1.56970623190364","1.99688176779854","2.23110756943376","2.46431230602201","2.9839175805965","0.496325423285658","0.88825519946969","12.4347883785743","0.0349107604972545","2.20795036039913","8.14775573448645","10.9296976969416","12.4246170261136","13.8939427697724","16.9055843912868","4.32135437772218","12.4347883785743","0.0349107604972545","2.20795036039913","8.14775573448645","10.9296976969416","12.4246170261136","13.8939427697724","16.9055843912868","4.32135437772218","0.718296546112507","12.4347883785743","18.8978454663737","9","1","2",NA,NA
