"season","lowerid","upperid","pred"
"A",519,703,0.341388357977101
"A",519,708,0.101526854294998
"A",519,721,0.190947317348363
"A",519,729,0.101474352608674
"A",519,732,0.434357257869835
"A",519,736,0.389104689706148
"A",519,738,0.100925019048187
"A",519,747,0.582214101383946
"A",519,756,0.678522657479098
"A",519,758,0.285258638287057
"A",519,783,0.164903151438802
"A",519,786,0.119069331297278
"A",519,789,0.243149419388531
"A",519,793,0.199573588304153
"A",519,796,0.138455478901385
"A",519,802,0.179691936120251
"A",519,809,0.80538672653839
"A",519,810,0.171621028787516
"A",519,812,0.571960556970634
"A",519,815,0.552640601971945
"A",519,821,0.0913122593280312
"A",519,825,0.309659085922627
"A",519,826,0.590004369774603
"A",519,829,0.0811798289768556
"A",519,831,0.218476983869082
"A",519,833,0.66080727042729
"A",519,839,0.0982376493743415
"A",519,844,0.254750876862581
"A",527,530,0.67961554820277
"A",527,539,0.625598176455496
"A",527,541,0.827043452965674
"A",527,549,0.284884683874245
"A",527,551,0.593551662769751
"A",527,555,0.922706958319112
"A",527,559,0.174503797295405
"A",527,576,0.529826499981612
"A",527,577,0.480514468229573
"A",527,581,0.629761683943662
"A",527,599,0.690926850853185
"A",527,603,0.293501758784964
"A",527,604,0.422027153573842
"A",527,606,0.459665257616267
"A",527,625,0.446653211540245
"A",527,628,0.372779889324737
"A",527,629,0.674139632706713
"A",527,636,0.365213615128184
"A",527,637,0.749638942121533
"A",527,640,0.110714028705583
"A",527,651,0.536317786742162
"A",527,660,0.532171398159571
"A",527,662,0.526986865366009
"A",527,663,0.327172039366529
"A",527,666,0.537567309742354
"A",527,670,0.51692340011429
"A",527,675,0.542302027997452
"A",527,679,0.864261326418379
"A",527,681,0.65718231673169
"A",527,685,0.911071958720323
"A",527,690,0.780675387095162
"A",527,701,0.683358171771091
"A",527,703,0.757508604195525
"A",527,708,0.43424712495169
"A",527,721,0.592169330921749
"A",527,729,0.433499521264178
"A",527,732,0.82598817267687
"A",527,736,0.794795768932928
"A",527,738,0.432120758983091
"A",527,747,0.905379596510049
"A",527,756,0.941409724096832
"A",527,758,0.705795399669105
"A",527,783,0.55178371920364
"A",527,786,0.471683875601813
"A",527,789,0.659713329962454
"A",527,793,0.603931775629427
"A",527,796,0.50691553645108
"A",527,802,0.575151506448588
"A",527,809,0.97537453895733
"A",527,810,0.562584659014922
"A",527,812,0.900734392348037
"A",527,815,0.892519283766071
"A",527,821,0.41043595815529
"A",527,825,0.729665609229948
"A",527,826,0.908522435016428
"A",527,829,0.385411969359978
"A",527,831,0.628667140178901
"A",527,833,0.935694068161551
"A",527,839,0.425898586459165
"A",527,844,0.672529127990935
"A",530,539,0.441838509474944
"A",530,541,0.683198152576304
"A",530,549,0.150051450809881
"A",530,551,0.409060603721292
"A",530,555,0.830444020273097
"A",530,559,0.0806343823470888
"A",530,576,0.348060369523043
"A",530,577,0.302876213405804
"A",530,581,0.446471689304713
"A",530,599,0.5126093537746
"A",530,603,0.156766646428895
"A",530,604,0.25359487486218
"A",530,606,0.284380531225079
"A",530,625,0.273856078112013
"A",530,628,0.214294818526448
"A",530,629,0.49377987403409
"A",530,636,0.208400509056224
"A",530,637,0.582331750570621
"A",530,640,0.0456762211375613
"A",530,651,0.353133153144428
"A",530,660,0.349374895806633
"A",530,662,0.344757827076638
"A",530,663,0.179963996723068
"A",530,666,0.354457367623594
"A",530,670,0.335354796963553
"A",530,675,0.359080706590218
"A",530,679,0.73687871971249
"A",530,681,0.475515540947298
"A",530,685,0.811577067121579
"A",530,690,0.621204690764724
"A",530,701,0.504326380578017
"A",530,703,0.591723167854199
"A",530,708,0.263567001144301
"A",530,721,0.407302027846787
"A",530,729,0.262416557400596
"A",530,732,0.682511257337678
"A",530,736,0.639985254255488
"A",530,738,0.261323051766065
"A",530,747,0.801628188689257
"A",530,756,0.865128495816654
"A",530,758,0.529103802229967
"A",530,783,0.368408536359527
"A",530,786,0.295197330269788
"A",530,789,0.47799851163613
"A",530,793,0.419159013179757
"A",530,796,0.326699788809557
"A",530,802,0.390014173822388
"A",530,809,0.933392164597328
"A",530,810,0.378768638751466
"A",530,812,0.794797211547385
"A",530,815,0.779919808909298
"A",530,821,0.243904155541206
"A",530,825,0.557276706754488
"A",530,826,0.807546399670046
"A",530,829,0.223884831646729
"A",530,831,0.445067387851633
"A",530,833,0.854279024607839
"A",530,839,0.256416926403277
"A",530,844,0.492212961546998
"A",539,541,0.733020432326655
"A",539,549,0.18710781868212
"A",539,551,0.466763428563192
"A",539,555,0.86492156433046
"A",539,559,0.104780657917216
"A",539,576,0.403328567839567
"A",539,577,0.355567466420139
"A",539,581,0.504600074015045
"A",539,599,0.570742472775453
"A",539,603,0.194235090612781
"A",539,604,0.302782231549965
"A",539,606,0.336321335856358
"A",539,625,0.32452942846115
"A",539,628,0.259239194789761
"A",539,629,0.552078532990726
"A",539,636,0.25270202017353
"A",539,637,0.63845811707392
"A",539,640,0.061278107962099
"A",539,651,0.408899326998086
"A",539,660,0.405002378660667
"A",539,662,0.400144397048203
"A",539,663,0.221270611112155
"A",539,666,0.410206495434822
"A",539,670,0.390359878357887
"A",539,675,0.414975165782327
"A",539,679,0.782056496705822
"A",539,681,0.533756976007971
"A",539,685,0.848642280620376
"A",539,690,0.675052889479053
"A",539,701,0.562352823361578
"A",539,703,0.64737141544445
"A",539,708,0.313501143732118
"A",539,721,0.464947820835195
"A",539,729,0.31260146353038
"A",539,732,0.732694588565469
"A",539,736,0.692919038394106
"A",539,738,0.311517782684426
"A",539,747,0.839334711041811
"A",539,756,0.8948264128349
"A",539,758,0.586876134457105
"A",539,783,0.423950246355906
"A",539,786,0.347526982999851
"A",539,789,0.536387408202458
"A",539,793,0.477104766332672
"A",539,796,0.380924529592024
"A",539,802,0.447963660994452
"A",539,809,0.950219296396776
"A",539,810,0.434979155676841
"A",539,812,0.833582122429974
"A",539,815,0.820649024439127
"A",539,821,0.292115614880897
"A",539,825,0.614185509702749
"A",539,826,0.844719480342506
"A",539,829,0.270478339776701
"A",539,831,0.503223029005956
"A",539,833,0.884927518080604
"A",539,839,0.306111699674633
"A",539,844,0.550519044008548
"A",541,549,0.0650996809482222
"A",541,551,0.239921118147399
"A",541,555,0.684707513450494
"A",541,559,0.0300484503745313
"A",541,576,0.192994399463737
"A",541,577,0.159823385719754
"A",541,581,0.270863565198658
"A",541,599,0.327580180467198
"A",541,603,0.0688428089053527
"A",541,604,0.12693097326262
"A",541,606,0.147061190018676
"A",541,625,0.140233718182948
"A",541,628,0.102121182429089
"A",541,629,0.310974106188603
"A",541,636,0.0983798072539874
"A",541,637,0.393672892773761
"A",541,640,0.0152134250450113
"A",541,651,0.196487403640776
"A",541,660,0.194061090515647
"A",541,662,0.189978226918431
"A",541,663,0.0814220257787652
"A",541,666,0.197569566278199
"A",541,670,0.183394248255908
"A",541,675,0.200813707882766
"A",541,679,0.56249258286494
"A",541,681,0.295253121932922
"A",541,685,0.658768166542462
"A",541,690,0.432957853726417
"A",541,701,0.32043896938148
"A",541,703,0.403115690509887
"A",541,708,0.133498929300566
"A",541,721,0.23830414451908
"A",541,729,0.133430810713014
"A",541,732,0.499295114274303
"A",541,736,0.4529913133417
"A",541,738,0.132631802636957
"A",541,747,0.644783516698398
"A",541,756,0.734932513164748
"A",541,758,0.343178758918428
"A",541,783,0.20818940568735
"A",541,786,0.154614569781611
"A",541,789,0.296917483023202
"A",541,793,0.247735159124523
"A",541,796,0.176842479610132
"A",541,802,0.22550967177999
"A",541,809,0.847028853644853
"A",541,810,0.216160157025146
"A",541,812,0.635013576641182
"A",541,815,0.616548684795127
"A",541,821,0.121096549828708
"A",541,825,0.369030187791141
"A",541,826,0.652473643721739
"A",541,829,0.108435832154646
"A",541,831,0.269309135929109
"A",541,833,0.718349496659871
"A",541,839,0.129373581666111
"A",541,844,0.30990227760901
"A",549,551,0.78934831453924
"A",549,555,0.976807496083734
"A",549,559,0.357522212189092
"A",549,576,0.739057537071731
"A",549,577,0.69859798606755
"A",549,581,0.815227576281075
"A",549,599,0.857423201446464
"A",549,603,0.510981256905605
"A",549,604,0.644822134394692
"A",549,606,0.680174799450279
"A",549,625,0.667566972351967
"A",549,628,0.596443999559985
"A",549,629,0.846596803009052
"A",549,636,0.588075766896706
"A",549,637,0.89277945827202
"A",549,640,0.256004751251889
"A",549,651,0.746608813744703
"A",549,660,0.742781149693704
"A",549,662,0.737619059041316
"A",549,663,0.548146622828192
"A",549,666,0.746804903439848
"A",549,670,0.729341859231537
"A",549,675,0.750322408854695
"A",549,679,0.952317005837345
"A",549,681,0.834753126242471
"A",549,685,0.972294953418116
"A",549,690,0.910131694422719
"A",549,701,0.852121370449357
"A",549,703,0.897170376491254
"A",549,708,0.656617154366511
"A",549,721,0.788850035452912
"A",549,729,0.655414629653241
"A",549,732,0.933965024618792
"A",549,736,0.917757589340212
"A",549,738,0.654259607451294
"A",549,747,0.969792559086892
"A",549,756,0.983635891989518
"A",549,758,0.866284471132639
"A",549,783,0.757225206761599
"A",549,786,0.690592909419638
"A",549,789,0.836924172520718
"A",549,793,0.797442627148544
"A",549,796,0.720580677897123
"A",549,802,0.775512034865329
"A",549,809,0.994408405024982
"A",549,810,0.765706541682651
"A",549,812,0.968430379797812
"A",549,815,0.964687790584641
"A",549,821,0.633342879908809
"A",549,825,0.881210002008024
"A",549,826,0.971446671392975
"A",549,829,0.609536074530718
"A",549,831,0.815063811154103
"A",549,833,0.981489248291834
"A",549,839,0.648199072621478
"A",549,844,0.845163349155378
"A",551,555,0.882238591949118
"A",551,559,0.121068209189652
"A",551,576,0.435921838522683
"A",551,577,0.386791489488812
"A",551,581,0.537823357143809
"A",551,599,0.603269674478373
"A",551,603,0.218380897186606
"A",551,604,0.33217888070086
"A",551,606,0.366615359601699
"A",551,625,0.355471909085187
"A",551,628,0.287554678703066
"A",551,629,0.585050301064929
"A",551,636,0.280322208305008
"A",551,637,0.668713478492412
"A",551,640,0.0721261824086963
"A",551,651,0.441840628564155
"A",551,660,0.437867539799969
"A",551,662,0.432363400229285
"A",551,663,0.246345727476479
"A",551,666,0.443292731770904
"A",551,670,0.422899627135069
"A",551,675,0.447983017397764
"A",551,679,0.806213762579869
"A",551,681,0.56662950540784
"A",551,685,0.866907792217955
"A",551,690,0.704532205759502
"A",551,701,0.595165454288334
"A",551,703,0.677428079608692
"A",551,708,0.342872649134384
"A",551,721,0.498373326288631
"A",551,729,0.342945789200423
"A",551,732,0.759058174841812
"A",551,736,0.721650404876291
"A",551,738,0.341887405834341
"A",551,747,0.859202899698699
"A",551,756,0.908557050238785
"A",551,758,0.619039156013601
"A",551,783,0.457553022002385
"A",551,786,0.37916647279713
"A",551,789,0.569578530212621
"A",551,793,0.510454294106995
"A",551,796,0.413301101671471
"A",551,802,0.481160143842693
"A",551,809,0.958153328869247
"A",551,810,0.468418530198099
"A",551,812,0.853207886483777
"A",551,815,0.842530966505293
"A",551,821,0.321564401612659
"A",551,825,0.645870027390959
"A",551,826,0.863639427932047
"A",551,829,0.298703235242811
"A",551,831,0.536594545204129
"A",551,833,0.900251825497767
"A",551,839,0.3351569013826
"A",551,844,0.583259718820372
"A",555,559,0.00928257225238734
"A",555,576,0.0891127941664322
"A",555,577,0.0702397789067319
"A",555,581,0.138158083337659
"A",555,599,0.177402992220964
"A",555,603,0.0245499964682515
"A",555,604,0.0524110563554864
"A",555,606,0.0635393694471865
"A",555,625,0.0596340728355378
"A",555,628,0.0401062025305759
"A",555,629,0.165287651598234
"A",555,636,0.0384349613647944
"A",555,637,0.22648555850506
"A",555,640,0.00410394857867509
"A",555,651,0.0909984954912686
"A",555,660,0.0894518930991549
"A",555,662,0.0876908604854794
"A",555,663,0.0305246926966639
"A",555,666,0.0916081821464221
"A",555,670,0.083425203882348
"A",555,675,0.093837815899146
"A",555,679,0.373369795116037
"A",555,681,0.154611664607708
"A",555,685,0.472423785910895
"A",555,690,0.258362277288645
"A",555,701,0.171908543790836
"A",555,703,0.233974889360666
"A",555,708,0.0558704740063143
"A",555,721,0.116700626132567
"A",555,729,0.0555809009611468
"A",555,732,0.315542315849088
"A",555,736,0.27483879643936
"A",555,738,0.0554544657779091
"A",555,747,0.457103794832888
"A",555,756,0.558776061166842
"A",555,758,0.188255565458318
"A",555,783,0.0979874373271459
"A",555,786,0.0672312832801852
"A",555,789,0.155489000555077
"A",555,793,0.122961844026826
"A",555,796,0.0799318721667234
"A",555,802,0.108779300212836
"A",555,809,0.706470171732028
"A",555,810,0.103628550182134
"A",555,812,0.446468702540731
"A",555,815,0.427093428854496
"A",555,821,0.0492845457519622
"A",555,825,0.207714659370288
"A",555,826,0.465167863056557
"A",555,829,0.0430797807462483
"A",555,831,0.136837965639556
"A",555,833,0.539622749184477
"A",555,839,0.0536391442479736
"A",555,844,0.164562795209434
"A",559,576,0.842404378035181
"A",559,577,0.812041363399833
"A",559,581,0.896556847644609
"A",559,599,0.924002854670605
"A",559,603,0.653627830514114
"A",559,604,0.769398543620843
"A",559,606,0.797816331956582
"A",559,625,0.788581559188695
"A",559,628,0.729185278824903
"A",559,629,0.917135978606015
"A",559,636,0.722225117977398
"A",559,637,0.945926638410242
"A",559,640,0.385783548424659
"A",559,651,0.847762725920321
"A",559,660,0.845062228353246
"A",559,662,0.842170626839818
"A",559,663,0.686777789399854
"A",559,666,0.84862046334774
"A",559,670,0.836205321988309
"A",559,675,0.850698912371726
"A",559,679,0.979064481949658
"A",559,681,0.909074731204411
"A",559,685,0.988555023647323
"A",559,690,0.956129711173188
"A",559,701,0.920956396764078
"A",559,703,0.948388790649105
"A",559,708,0.778977952273296
"A",559,721,0.878099981257196
"A",559,729,0.778343124494512
"A",559,732,0.969339110374448
"A",559,736,0.960444067725177
"A",559,738,0.777514940351099
"A",559,747,0.98762928259323
"A",559,756,0.993882087897105
"A",559,758,0.929413403890406
"A",559,783,0.856003112055729
"A",559,786,0.807123473539515
"A",559,789,0.911190816996479
"A",559,793,0.884255690861078
"A",559,796,0.828839613041532
"A",559,802,0.868792759360423
"A",559,809,0.998125806086715
"A",559,810,0.862357202053664
"A",559,812,0.986753236663196
"A",559,815,0.984937712847488
"A",559,821,0.759844961089712
"A",559,825,0.938998611505227
"A",559,826,0.988354914070754
"A",559,829,0.741371012318155
"A",559,831,0.896288771985653
"A",559,833,0.992808751758544
"A",559,839,0.771737338968526
"A",559,844,0.916150774837707
"A",576,577,0.450666522410229
"A",576,581,0.600883365348053
"A",576,599,0.663717003845688
"A",576,603,0.269661503952408
"A",576,604,0.393258751280826
"A",576,606,0.429952149852184
"A",576,625,0.417321872185492
"A",576,628,0.34513096067015
"A",576,629,0.646611262099185
"A",576,636,0.337620062269129
"A",576,637,0.725107198092838
"A",576,640,0.0980921160405348
"A",576,651,0.506220676596588
"A",576,660,0.50219095932644
"A",576,662,0.49699772143015
"A",576,663,0.300881792109433
"A",576,666,0.507587930610629
"A",576,670,0.487041547523623
"A",576,675,0.512509627341089
"A",576,679,0.84717364895327
"A",576,681,0.629197903060094
"A",576,685,0.898198101248571
"A",576,690,0.757570971004229
"A",576,701,0.656075005228432
"A",576,703,0.732914595097875
"A",576,708,0.405246176385178
"A",576,721,0.562722352979303
"A",576,729,0.404395472021921
"A",576,732,0.805631887211207
"A",576,736,0.772652373186345
"A",576,738,0.40311957710818
"A",576,747,0.89165532116617
"A",576,756,0.932238176175294
"A",576,758,0.67837365141496
"A",576,783,0.521899738568053
"A",576,786,0.442211223247937
"A",576,789,0.631773208365837
"A",576,793,0.574526885505571
"A",576,796,0.477146653752562
"A",576,802,0.545351860206386
"A",576,809,0.970591694017009
"A",576,810,0.532945233058435
"A",576,812,0.886980797614472
"A",576,815,0.877144442245846
"A",576,821,0.38194018317485
"A",576,825,0.703962172840002
"A",576,826,0.895223548714864
"A",576,829,0.357600887623853
"A",576,831,0.59967673446595
"A",576,833,0.92501395749739
"A",576,839,0.397066166548896
"A",576,844,0.644812235638734
"A",577,581,0.648245457491468
"A",577,599,0.708475875974849
"A",577,603,0.311067773403222
"A",577,604,0.441160360749161
"A",577,606,0.478984208879943
"A",577,625,0.46595842923911
"A",577,628,0.391040632734244
"A",577,629,0.692169889413065
"A",577,636,0.383501282135107
"A",577,637,0.765573126788165
"A",577,640,0.11981235354488
"A",577,651,0.555695881869514
"A",577,660,0.551733155852109
"A",577,662,0.546779105521517
"A",577,663,0.344650306284854
"A",577,666,0.557057107231172
"A",577,670,0.536564646555191
"A",577,675,0.561720164471442
"A",577,679,0.875394661507264
"A",577,681,0.67538518190666
"A",577,685,0.919370071627197
"A",577,690,0.795306076613965
"A",577,701,0.700967194614346
"A",577,703,0.772476502405905
"A",577,708,0.453274620096808
"A",577,721,0.611340369268332
"A",577,729,0.4526514710311
"A",577,732,0.838956991452784
"A",577,736,0.808819536715313
"A",577,738,0.45135968490889
"A",577,747,0.914142009988143
"A",577,756,0.947494475508589
"A",577,758,0.722413604783225
"A",577,783,0.571241235103201
"A",577,786,0.491293349477713
"A",577,789,0.678268667577369
"A",577,793,0.622854128762438
"A",577,796,0.526429151210464
"A",577,802,0.594379659023784
"A",577,809,0.978319800207536
"A",577,810,0.582054158168239
"A",577,812,0.909777161240314
"A",577,815,0.902120769762309
"A",577,821,0.429311932434103
"A",577,825,0.745669611329752
"A",577,826,0.916751814783331
"A",577,829,0.404449293078749
"A",577,831,0.647522113758492
"A",577,833,0.942383348220006
"A",577,839,0.444724830979478
"A",577,844,0.690132533908796
"A",581,599,0.565951767723333
"A",581,603,0.191930085960655
"A",581,604,0.299003610980675
"A",581,606,0.33229278889285
"A",581,625,0.320532982832702
"A",581,628,0.256152154786738
"A",581,629,0.5474716815628
"A",581,636,0.24954200718137
"A",581,637,0.633550404767783
"A",581,640,0.0603594518738381
"A",581,651,0.404460303960565
"A",581,660,0.400790967227475
"A",581,662,0.395670219176597
"A",581,663,0.217854709662036
"A",581,666,0.405932322508051
"A",581,670,0.386102785816272
"A",581,675,0.410638931609971
"A",581,679,0.778646188296374
"A",581,681,0.529061987202411
"A",581,685,0.845112760551553
"A",581,690,0.671177938038848
"A",581,701,0.557791430777321
"A",581,703,0.642664658305631
"A",581,708,0.309355561981176
"A",581,721,0.460436298195238
"A",581,729,0.30866073493599
"A",581,732,0.728187233071351
"A",581,736,0.689018802649446
"A",581,738,0.307507525014185
"A",581,747,0.836264019966222
"A",581,756,0.891859492237197
"A",581,758,0.582128489562211
"A",581,783,0.420306313072749
"A",581,786,0.343472243586032
"A",581,789,0.531677794312757
"A",581,793,0.472516477044824
"A",581,796,0.376655621347954
"A",581,802,0.443368124668281
"A",581,809,0.948719222923492
"A",581,810,0.431023945161369
"A",581,812,0.830067966973094
"A",581,815,0.817623364240438
"A",581,821,0.288505078777506
"A",581,825,0.60964205078149
"A",581,826,0.841833299214902
"A",581,829,0.26665237253216
"A",581,831,0.498697266337512
"A",581,833,0.881904663430157
"A",581,839,0.302511892824997
"A",581,844,0.545699435385818
"A",599,603,0.149233155866068
"A",599,604,0.243161437178761
"A",599,606,0.273767311696372
"A",599,625,0.263032025675106
"A",599,628,0.205008101829484
"A",599,629,0.481122716394848
"A",599,636,0.198955964675488
"A",599,637,0.569734186317038
"A",599,640,0.042378847765854
"A",599,651,0.341083268724146
"A",599,660,0.33783692792815
"A",599,662,0.332889684459431
"A",599,663,0.170821913556745
"A",599,666,0.342611304405127
"A",599,670,0.323768107797129
"A",599,675,0.346949539473983
"A",599,679,0.726825268117357
"A",599,681,0.462920686566242
"A",599,685,0.803224094441853
"A",599,690,0.609173806331217
"A",599,701,0.491758680805209
"A",599,703,0.579313766389251
"A",599,708,0.253259303543163
"A",599,721,0.395050526089837
"A",599,729,0.252103792699806
"A",599,732,0.671225733870897
"A",599,736,0.628343473319179
"A",599,738,0.251367287671626
"A",599,747,0.792643965429099
"A",599,756,0.858501404929886
"A",599,758,0.51655439830166
"A",599,783,0.356365049468319
"A",599,786,0.284062966475062
"A",599,789,0.465242900064917
"A",599,793,0.406812879093602
"A",599,796,0.31513792377459
"A",599,802,0.378451321176372
"A",599,809,0.929237835221877
"A",599,810,0.36664306449952
"A",599,812,0.785501472576345
"A",599,815,0.771345597837978
"A",599,821,0.234393199293516
"A",599,825,0.544713758039379
"A",599,826,0.798895348808677
"A",599,829,0.214527316615036
"A",599,831,0.432102825404544
"A",599,833,0.847343765867206
"A",599,839,0.246574864550026
"A",599,844,0.479618963782213
"A",603,604,0.634773886609669
"A",603,606,0.670560744084982
"A",603,625,0.658155081095583
"A",603,628,0.585898906920533
"A",603,629,0.839819973542694
"A",603,636,0.577575675529206
"A",603,637,0.887743732042852
"A",603,640,0.247063597866134
"A",603,651,0.736651809327922
"A",603,660,0.733104911334968
"A",603,662,0.728954664177874
"A",603,663,0.5371390608149
"A",603,666,0.73815864460333
"A",603,670,0.720868772292584
"A",603,675,0.741314363716553
"A",603,679,0.95000397649009
"A",603,681,0.827874694453348
"A",603,685,0.9703869576601
"A",603,690,0.905868679978149
"A",603,701,0.846073785319889
"A",603,703,0.892195589416813
"A",603,708,0.646359529361472
"A",603,721,0.780986343832704
"A",603,729,0.645648965877469
"A",603,732,0.930891837803447
"A",603,736,0.913818191062601
"A",603,738,0.644536009718207
"A",603,747,0.968193888687803
"A",603,756,0.982675192893141
"A",603,758,0.860570583774856
"A",603,783,0.749190350923239
"A",603,786,0.682002536983845
"A",603,789,0.830677568895038
"A",603,793,0.789664753100297
"A",603,796,0.71163557497245
"A",603,802,0.767282770345617
"A",603,809,0.993975474625772
"A",603,810,0.757475353210825
"A",603,812,0.966245004029981
"A",603,815,0.962419004979043
"A",603,821,0.623181731311918
"A",603,825,0.875596623908005
"A",603,826,0.969574545193545
"A",603,829,0.599618412365176
"A",603,831,0.807922850769186
"A",603,833,0.980203800494977
"A",603,839,0.638216914056787
"A",603,844,0.838094023049306
"A",604,606,0.538123810219579
"A",604,625,0.524828826831932
"A",604,628,0.449190463091974
"A",604,629,0.741672651048395
"A",604,636,0.440920833060603
"A",604,637,0.808133183825233
"A",604,640,0.151049544172661
"A",604,651,0.613236007014644
"A",604,660,0.609331136648861
"A",604,662,0.604444923278346
"A",604,663,0.400786934518401
"A",604,666,0.614676881159828
"A",604,670,0.594646936687789
"A",604,675,0.619727831506943
"A",604,679,0.902563571441251
"A",604,681,0.725870883456528
"A",604,685,0.938967560425393
"A",604,690,0.834204430144213
"A",604,701,0.750046452900929
"A",604,703,0.814683234869171
"A",604,708,0.51242992756581
"A",604,721,0.666354954337453
"A",604,729,0.511459345685207
"A",604,732,0.872041373177366
"A",604,736,0.846496301818343
"A",604,738,0.510120625914008
"A",604,747,0.934418547183515
"A",604,756,0.961324632988695
"A",604,758,0.769338225415718
"A",604,783,0.627782006886759
"A",604,786,0.550175483614145
"A",604,789,0.729065213874932
"A",604,793,0.677453157516136
"A",604,796,0.584816546571504
"A",604,802,0.650170786389024
"A",604,809,0.98493045061982
"A",604,810,0.638691699951068
"A",604,812,0.931380525593112
"A",604,815,0.924874591661302
"A",604,821,0.487929244018588
