"season","lowerid","upperid","pred"
"A",530,738,0.313940684322407
"A",530,747,0.785982015014348
"A",530,756,0.888767882977641
"A",530,758,0.568610370575826
"A",530,783,0.529488948063697
"A",530,786,0.404054348738762
"A",530,789,0.51205376458769
"A",530,793,0.570950336013184
"A",530,796,0.229565422455567
"A",530,802,0.543125439773901
"A",530,809,0.929868782938743
"A",530,810,0.423952912829014
"A",530,812,0.830712807908709
"A",530,815,0.73966085437392
"A",530,821,0.428252446185717
"A",530,825,0.639868602535068
"A",530,826,0.774211873821264
"A",530,829,0.30186984582337
"A",530,831,0.430318380419185
"A",530,833,0.827811776211133
"A",530,839,0.304075258081354
"A",530,844,0.356572371194881
"A",539,541,0.599115823920109
"A",539,549,0.230996917318487
"A",539,551,0.45200607517424
"A",539,555,0.769047404515748
"A",539,559,0.126181699473623
"A",539,576,0.402387324397676
"A",539,577,0.465436896768728
"A",539,581,0.393399195479915
"A",539,599,0.400100207602825
"A",539,603,0.281333107030776
"A",539,604,0.434551749256035
"A",539,606,0.320975067122037
"A",539,625,0.444238756380358
"A",539,628,0.354868973180168
"A",539,629,0.358903663509064
"A",539,636,0.245404297682778
"A",539,637,0.531459701713389
"A",539,640,0.124125653940705
"A",539,651,0.415494669393186
"A",539,660,0.365059658453358
"A",539,662,0.460917504489143
"A",539,663,0.0867785427435902
"A",539,666,0.335691646566733
"A",539,670,0.439930857834071
"A",539,675,0.356202210814481
"A",539,679,0.57307959858982
"A",539,681,0.570963885120208
"A",539,685,0.677958556281205
"A",539,690,0.641068112230343
"A",539,701,0.354130750241313
"A",539,703,0.533449148055804
"A",539,708,0.380807598863842
"A",539,721,0.518288608306654
"A",539,729,0.31936260516144
"A",539,732,0.622856621276914
"A",539,736,0.524767067788208
"A",539,738,0.239669617934516
"A",539,747,0.716599617788101
"A",539,756,0.841317180435692
"A",539,758,0.480598235559057
"A",539,783,0.441369570822763
"A",539,786,0.321403218459855
"A",539,789,0.424118206002515
"A",539,793,0.483446861802291
"A",539,796,0.168894791242644
"A",539,802,0.4545102768255
"A",539,809,0.895489796403624
"A",539,810,0.338247231404924
"A",539,812,0.768891260172567
"A",539,815,0.663090773330758
"A",539,821,0.343845169184606
"A",539,825,0.554290518349783
"A",539,826,0.702652282774477
"A",539,829,0.229643498071582
"A",539,831,0.347002190526703
"A",539,833,0.765972258129032
"A",539,839,0.232763372902175
"A",539,844,0.27902255655061
"A",541,549,0.162478552230006
"A",541,551,0.35525996915229
"A",541,555,0.688425403468263
"A",541,559,0.0813606320727566
"A",541,576,0.309554900374699
"A",541,577,0.367094703828852
"A",541,581,0.30050072025951
"A",541,599,0.306391443738043
"A",541,603,0.202846781631896
"A",541,604,0.339071943378157
"A",541,606,0.235904091156427
"A",541,625,0.347279422768129
"A",541,628,0.266408910696145
"A",541,629,0.270016438426343
"A",541,636,0.174062640776916
"A",541,637,0.431401908438888
"A",541,640,0.0791472903227639
"A",541,651,0.32093986704298
"A",541,660,0.275641889110725
"A",541,662,0.363184006676176
"A",541,663,0.0528955449166978
"A",541,666,0.250007878531103
"A",541,670,0.343417813649889
"A",541,675,0.26669266082113
"A",541,679,0.473302857096134
"A",541,681,0.472031501152175
"A",541,685,0.584496403201323
"A",541,690,0.543963933171765
"A",541,701,0.266525512444257
"A",541,703,0.433930478407121
"A",541,708,0.28896004376829
"A",541,721,0.418416695455996
"A",541,729,0.236010672745595
"A",541,732,0.525091719561675
"A",541,736,0.425965773117877
"A",541,738,0.169218905101562
"A",541,747,0.627735575591458
"A",541,756,0.773894898245566
"A",541,758,0.382104381637858
"A",541,783,0.345461907174365
"A",541,786,0.237474410514861
"A",541,789,0.328381699126537
"A",541,793,0.385075691155736
"A",541,796,0.112981085801836
"A",541,802,0.357741708936967
"A",541,809,0.843191963467368
"A",541,810,0.252960004091737
"A",541,812,0.686910367245248
"A",541,815,0.568360668386498
"A",541,821,0.25803964404988
"A",541,825,0.453834056979535
"A",541,826,0.612185555001818
"A",541,829,0.16036980768297
"A",541,831,0.259796724334036
"A",541,833,0.683158511975016
"A",541,839,0.162547096716256
"A",541,844,0.201576361632829
"A",549,551,0.729193542216287
"A",549,555,0.927961744041376
"A",549,559,0.339789985026427
"A",549,576,0.683042065312974
"A",549,577,0.741400280789614
"A",549,581,0.677900209425905
"A",549,599,0.684518457007863
"A",549,603,0.562662472249799
"A",549,604,0.715005462743075
"A",549,606,0.607886517726394
"A",549,625,0.723198565020804
"A",549,628,0.641891419857728
"A",549,629,0.646287902214263
"A",549,636,0.518562920259969
"A",549,637,0.792105775371293
"A",549,640,0.335700869005402
"A",549,651,0.701479721086042
"A",549,660,0.654017794296028
"A",549,662,0.73767394040771
"A",549,663,0.263856979950922
"A",549,666,0.62157894138633
"A",549,670,0.721564984457517
"A",549,675,0.644094141201907
"A",549,679,0.8202609320797
"A",549,681,0.816949505569638
"A",549,685,0.883075728573573
"A",549,690,0.862966698515871
"A",549,701,0.638119624972671
"A",549,703,0.792830628960873
"A",549,708,0.667345741686138
"A",549,721,0.782768122941479
"A",549,729,0.604458589226319
"A",549,732,0.851753777033769
"A",549,736,0.78510870871815
"A",549,738,0.511918458583527
"A",549,747,0.903550217733281
"A",549,756,0.957893833753346
"A",549,758,0.753762476797151
"A",549,783,0.721472573609702
"A",549,786,0.607315349218433
"A",549,789,0.707590031433771
"A",549,793,0.755270041501909
"A",549,796,0.406643330175659
"A",549,802,0.732117689085951
"A",549,809,0.976073436388235
"A",549,810,0.626482434591499
"A",549,812,0.928500586850893
"A",549,815,0.875012183493383
"A",549,821,0.629696940318177
"A",549,825,0.807878737929859
"A",549,826,0.896118466018106
"A",549,829,0.498664360416353
"A",549,831,0.63110775010225
"A",549,833,0.925825449154353
"A",549,839,0.500668738959486
"A",549,844,0.556274908067224
"A",551,555,0.803402677139218
"A",551,559,0.154754714545999
"A",551,576,0.448961361069512
"A",551,577,0.513900714974772
"A",551,581,0.440478708730329
"A",551,599,0.447664666333755
"A",551,603,0.324614488101002
"A",551,604,0.482673154200839
"A",551,606,0.364053929830274
"A",551,625,0.492240921665511
"A",551,628,0.401115886865881
"A",551,629,0.405431577109575
"A",551,636,0.286009994079462
"A",551,637,0.578943940512772
"A",551,640,0.149989189848329
"A",551,651,0.46365504205615
"A",551,660,0.41180878727461
"A",551,662,0.508971784279263
"A",551,663,0.106739636219584
"A",551,666,0.381644768673183
"A",551,670,0.48829764335054
"A",551,675,0.403079349600337
"A",551,679,0.619375674214109
"A",551,681,0.61696105212938
"A",551,685,0.718992848399284
"A",551,690,0.684335527503928
"A",551,701,0.399957394467685
"A",551,703,0.581033417861505
"A",551,708,0.426931453192653
"A",551,721,0.566177474464485
"A",551,729,0.363910446543236
"A",551,732,0.667331840435419
"A",551,736,0.5719849586697
"A",551,738,0.279647688082622
"A",551,747,0.754584616235955
"A",551,756,0.868077822330805
"A",551,758,0.528721512349602
"A",551,783,0.489985208524183
"A",551,786,0.366735377974428
"A",551,789,0.472295179659482
"A",551,793,0.531548091555745
"A",551,796,0.199617494333453
"A",551,802,0.503054945784761
"A",551,809,0.915324305856036
"A",551,810,0.385876936111666
"A",551,812,0.803180124716132
"A",551,815,0.705380874953034
"A",551,821,0.390060287884962
"A",551,825,0.601448369398329
"A",551,826,0.742490739573215
"A",551,829,0.268522959579385
"A",551,831,0.391762298111674
"A",551,833,0.800207885072128
"A",551,839,0.267737645559384
"A",551,844,0.321359411833731
"A",555,559,0.0318349550477302
"A",555,576,0.165089417998916
"A",555,577,0.20423263544177
"A",555,581,0.158246268900766
"A",555,599,0.161803673932628
"A",555,603,0.0944658470090297
"A",555,604,0.183906737225435
"A",555,606,0.114731966515098
"A",555,625,0.190428608565591
"A",555,628,0.134024966736002
"A",555,629,0.136357224686081
"A",555,636,0.077725954592444
"A",555,637,0.254964491323765
"A",555,640,0.0298219539129224
"A",555,651,0.170664636602785
"A",555,660,0.14079623507615
"A",555,662,0.20304574413045
"A",555,663,0.0190165283785758
"A",555,666,0.123524833192046
"A",555,670,0.187280957353559
"A",555,675,0.134289971159498
"A",555,679,0.290071338445281
"A",555,681,0.289140997079875
"A",555,685,0.392307031831469
"A",555,690,0.352880816596685
"A",555,701,0.135490388658641
"A",555,703,0.256827402923095
"A",555,708,0.148583651332772
"A",555,721,0.244138059168385
"A",555,729,0.115695583458569
"A",555,732,0.335522420782216
"A",555,736,0.251919684768692
"A",555,738,0.075527130949741
"A",555,747,0.436124626566074
"A",555,756,0.60136975339656
"A",555,758,0.216056765415325
"A",555,783,0.189139282687546
"A",555,786,0.116268074014055
"A",555,789,0.176248999770794
"A",555,793,0.218772806422817
"A",555,796,0.0463129893755625
"A",555,802,0.197734554973589
"A",555,809,0.695055799846628
"A",555,810,0.125424403876795
"A",555,812,0.49793723477821
"A",555,815,0.375839673303219
"A",555,821,0.129248105333276
"A",555,825,0.272603191768073
"A",555,826,0.418773039362599
"A",555,829,0.0705101181987521
"A",555,831,0.130980224862408
"A",555,833,0.495439631620313
"A",555,839,0.0714120191758008
"A",555,844,0.0953362548252157
"A",559,576,0.810766226307924
"A",559,577,0.855461040986175
"A",559,581,0.808169533491468
"A",559,599,0.81388437478714
"A",559,603,0.718611980135919
"A",559,604,0.835515062374996
"A",559,606,0.754642330489007
"A",559,625,0.842667793807034
"A",559,628,0.781362325955966
"A",559,629,0.784599234546782
"A",559,636,0.677910788104113
"A",559,637,0.889549417565076
"A",559,640,0.494866348864548
"A",559,651,0.825374127342346
"A",559,660,0.789025521533359
"A",559,662,0.850600371445258
"A",559,663,0.4133793115777
"A",559,666,0.764924018067996
"A",559,670,0.841267207457948
"A",559,675,0.783072517547612
"A",559,679,0.907018025211242
"A",559,681,0.90485945483721
"A",559,685,0.944815618661703
"A",559,690,0.932070244103923
"A",559,701,0.776510141074812
"A",559,703,0.888662065582925
"A",559,708,0.801040358043687
"A",559,721,0.88356210635535
"A",559,729,0.749962702329796
"A",559,732,0.925571829985941
"A",559,736,0.884698019989318
"A",559,738,0.6715571950095
"A",559,747,0.955530247387515
"A",559,756,0.983110423702414
"A",559,758,0.862338545483035
"A",559,783,0.840335523502106
"A",559,786,0.755439008997636
"A",559,789,0.831133055921485
"A",559,793,0.864619503507947
"A",559,796,0.567922604437198
"A",559,802,0.847140419466468
"A",559,809,0.991305658037663
"A",559,810,0.768623601549108
"A",559,812,0.968430364139617
"A",559,815,0.939656640116853
"A",559,821,0.770640445306642
"A",559,825,0.899785671786033
"A",559,826,0.951692186972489
"A",559,829,0.661210738410923
"A",559,831,0.77056609323244
"A",559,833,0.967623263144252
"A",559,839,0.660398209436521
"A",559,844,0.708643584758426
"A",576,577,0.564897719492502
"A",576,581,0.49195597070372
"A",576,599,0.499211360539233
"A",576,603,0.373843087508255
"A",576,604,0.534146864794618
"A",576,606,0.416912664213255
"A",576,625,0.543709167731927
"A",576,628,0.452902423412703
"A",576,629,0.456727556503353
"A",576,636,0.334132645495703
"A",576,637,0.627815767092543
"A",576,640,0.185480896852983
"A",576,651,0.515358350235839
"A",576,660,0.463786272676139
"A",576,662,0.560064557267116
"A",576,663,0.136805209873523
"A",576,666,0.432142445352566
"A",576,670,0.539983193159403
"A",576,675,0.454485632494867
"A",576,679,0.665408329193548
"A",576,681,0.662999582500539
"A",576,685,0.758597462951326
"A",576,690,0.726788725558769
"A",576,701,0.451038646530658
"A",576,703,0.629922484091393
"A",576,708,0.47960822777946
"A",576,721,0.6152364531668
"A",576,729,0.415052029874575
"A",576,732,0.710490371985279
"A",576,736,0.620262736768399
"A",576,738,0.327184982747666
"A",576,747,0.791920563393521
"A",576,756,0.890571409410925
"A",576,758,0.579291914717615
"A",576,783,0.541027140341011
"A",576,786,0.417606403395929
"A",576,789,0.52411094119225
"A",576,793,0.581900246312647
"A",576,796,0.241691933664672
"A",576,802,0.553906535323202
"A",576,809,0.931144164034537
"A",576,810,0.437058155009607
"A",576,812,0.834351923825184
"A",576,815,0.745646579787292
"A",576,821,0.440921687549025
"A",576,825,0.649572504157722
"A",576,826,0.779588330000963
"A",576,829,0.31546533696185
"A",576,831,0.443235254581603
"A",576,833,0.830720684473559
"A",576,839,0.318435292959737
"A",576,844,0.369556398992221
"A",577,581,0.426567364960401
"A",577,599,0.43367516768531
"A",577,603,0.311235216631809
"A",577,604,0.468861199549834
"A",577,606,0.350723622511859
"A",577,625,0.478238514928951
"A",577,628,0.386600064450699
"A",577,629,0.391482841867199
"A",577,636,0.273087976482535
"A",577,637,0.565972423743657
"A",577,640,0.140163148422131
"A",577,651,0.449687595614612
"A",577,660,0.398002139388626
"A",577,662,0.495194104043567
"A",577,663,0.0994096389371558
"A",577,666,0.367914103596883
"A",577,670,0.474457971161338
"A",577,675,0.389038955665127
"A",577,679,0.607101432072023
"A",577,681,0.604703904036529
"A",577,685,0.708792490242716
"A",577,690,0.673475905601905
"A",577,701,0.386329001393441
"A",577,703,0.568044406751628
"A",577,708,0.412831620501476
"A",577,721,0.553043612062436
"A",577,729,0.350247551735142
"A",577,732,0.656168866889808
"A",577,736,0.559338558930257
"A",577,738,0.266807231527023
"A",577,747,0.745928379622816
"A",577,756,0.862366595810886
"A",577,758,0.515030193279477
"A",577,783,0.476190761060779
"A",577,786,0.35289789449837
"A",577,789,0.458067072746546
"A",577,793,0.518253298979371
"A",577,796,0.188609697377209
"A",577,802,0.48925673941854
"A",577,809,0.910730339696171
"A",577,810,0.37132982256177
"A",577,812,0.794634747971591
"A",577,815,0.694938189623369
"A",577,821,0.375658645677918
"A",577,825,0.588343077055091
"A",577,826,0.732796022139339
"A",577,829,0.256811798136457
"A",577,831,0.378372239418904
"A",577,833,0.791801534623696
"A",577,839,0.256471549454559
"A",577,844,0.307958692334262
"A",581,599,0.50707695833647
"A",581,603,0.380117925716609
"A",581,604,0.542407871535672
"A",581,606,0.424049895474439
"A",581,625,0.551735967380355
"A",581,628,0.460436387761226
"A",581,629,0.464540989162351
"A",581,636,0.33979875833532
"A",581,637,0.636474305126515
"A",581,640,0.189043206898055
"A",581,651,0.52368417411861
"A",581,660,0.471430790418885
"A",581,662,0.568289714615372
"A",581,663,0.137959028032421
"A",581,666,0.439480013084724
"A",581,670,0.548349990888493
"A",581,675,0.462078881874879
"A",581,679,0.674840903558566
"A",581,681,0.67348326696181
"A",581,685,0.767045629030989
"A",581,690,0.735259807853298
"A",581,701,0.458622133404306
"A",581,703,0.638790462308274
"A",581,708,0.48781530941858
"A",581,721,0.624414446475893
"A",581,729,0.42206191620165
"A",581,732,0.719710192147807
"A",581,736,0.629493913217296
"A",581,738,0.33337820828931
"A",581,747,0.799235244552754
"A",581,756,0.897015740488426
"A",581,758,0.588186020287138
"A",581,783,0.549670498134583
"A",581,786,0.425026413358248
"A",581,789,0.532436025008926
"A",581,793,0.59076435390608
"A",581,796,0.242770353553828
"A",581,802,0.562266878957914
"A",581,809,0.935528076468419
"A",581,810,0.44430047267283
"A",581,812,0.840765486365462
"A",581,815,0.753991701700786
"A",581,821,0.448073022203553
"A",581,825,0.657630616209608
"A",581,826,0.788738377831163
"A",581,829,0.32076169860416
"A",581,831,0.450309322104145
"A",581,833,0.838020959153974
"A",581,839,0.323313989293084
"A",581,844,0.376714263952554
"A",599,603,0.372475975222321
"A",599,604,0.535578043516511
"A",599,606,0.416576373213375
"A",599,625,0.544627137131219
"A",599,628,0.45297184773476
"A",599,629,0.457188225611789
"A",599,636,0.332511074092955
"A",599,637,0.630058218497173
"A",599,640,0.182418274734746
"A",599,651,0.516494578113128
"A",599,660,0.463978850713188
"A",599,662,0.561515375297684
"A",599,663,0.130759367215657
"A",599,666,0.432197856379572
"A",599,670,0.541421834018675
"A",599,675,0.454866773686363
"A",599,679,0.668515611621423
"A",599,681,0.666513965369999
"A",599,685,0.762315964764207
"A",599,690,0.73030897969119
"A",599,701,0.451281234566492
"A",599,703,0.631944748242915
"A",599,708,0.480174013051254
"A",599,721,0.617575946997431
"A",599,729,0.414694145157761
"A",599,732,0.713354149473893
"A",599,736,0.623002640255162
"A",599,738,0.325779085047127
"A",599,747,0.794900835103155
"A",599,756,0.894852906098211
"A",599,758,0.580751502700801
"A",599,783,0.542577322731751
"A",599,786,0.417087725603393
"A",599,789,0.525333165338752
"A",599,793,0.584039066751489
"A",599,796,0.239202947666259
"A",599,802,0.555047031500092
"A",599,809,0.934231326793478
"A",599,810,0.436963536403166
"A",599,812,0.837740436931294
"A",599,815,0.749848665505674
"A",599,821,0.441088937860406
"A",599,825,0.651900601043334
"A",599,826,0.782877522218359
"A",599,829,0.313456738737987
"A",599,831,0.442869598708825
"A",599,833,0.834985970224226
"A",599,839,0.316413450101323
"A",599,844,0.369095147038325
"A",603,604,0.66058505954634
"A",603,606,0.546216467816597
"A",603,625,0.669205580803066
"A",603,628,0.581505943557118
"A",603,629,0.58634770813869
"A",603,636,0.456215799769975
"A",603,637,0.745144180976972
"A",603,640,0.279529968990997
"A",603,651,0.643430440679752
"A",603,660,0.592460001330779
"A",603,662,0.683580824894316
"A",603,663,0.213471131051021
"A",603,666,0.561000213127292
"A",603,670,0.666831939520034
"A",603,675,0.583821694417316
"A",603,679,0.776724669686267
"A",603,681,0.773647216301471
"A",603,685,0.850234214240202
"A",603,690,0.825487391581133
"A",603,701,0.578647131864529
"A",603,703,0.746229168988099
"A",603,708,0.608987566072537
"A",603,721,0.734556292969192
"A",603,729,0.542795687941608
"A",603,732,0.813157062622387
"A",603,736,0.737986715461047
"A",603,738,0.448903363375741
"A",603,747,0.873964995755521
"A",603,756,0.942869837665923
"A",603,758,0.702057774895459
"A",603,783,0.666922635648827
"A",603,786,0.546324765830504
"A",603,789,0.652175317505872
"A",603,793,0.704599391623428
"A",603,796,0.347164418803565
"A",603,802,0.678844828268746
"A",603,809,0.966339388123192
"A",603,810,0.565905209669853
"A",603,812,0.905227367063501
"A",603,815,0.840496427784591
"A",603,821,0.56920563074044
"A",603,825,0.762899790755165
"A",603,826,0.865661539979036
"A",603,829,0.435163251042313
"A",603,831,0.571238324552333
"A",603,833,0.902693661816035
"A",603,839,0.438144373834985
"A",603,844,0.494255193717891
"A",604,606,0.381520810661752
"A",604,625,0.509540250817255
"A",604,628,0.418093864268249
"A",604,629,0.422134308803058
"A",604,636,0.30067484401474
"A",604,637,0.595822450981148
"A",604,640,0.158383768155492
"A",604,651,0.48087539085578
"A",604,660,0.429001012367403
"A",604,662,0.526192600573129
"A",604,663,0.1163626067888
"A",604,666,0.39788189399704
"A",604,670,0.505898760718341
"A",604,675,0.419206634482584
"A",604,679,0.635480373858583
"A",604,681,0.633223240109326
"A",604,685,0.733706673014901
"A",604,690,0.699465872085417
"A",604,701,0.416795109652601
"A",604,703,0.598211690466652
"A",604,708,0.444499356869223
"A",604,721,0.583112803169097
"A",604,729,0.380554387591572
"A",604,732,0.683097839864636
"A",604,736,0.588736257498956
"A",604,738,0.294727915602871
"A",604,747,0.768134130410454
"A",604,756,0.877489284160581
"A",604,758,0.546085503803141
"A",604,783,0.507222625044197
"A",604,786,0.382670455350664
"A",604,789,0.489710744585937
"A",604,793,0.549079237025125
"A",604,796,0.213570694305999
"A",604,802,0.520073222641933
"A",604,809,0.922070716678861
"A",604,810,0.401691262725053
"A",604,812,0.815563984397114
"A",604,815,0.720010821213223
"A",604,821,0.406243178505931
"A",604,825,0.618141152425148
"A",604,826,0.755977071713966
